truss_number,change_0,change_65,change_35,change_5,change_70,change_40,change_10,change_75,change_45,change_15,change_80,change_50,change_20,change_85,change_55,change_25,change_60,change_30
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,393.19999999999999,0,0,746.29999999999995,0,0,755.5,0,0,665.89999999999998,0,0,369.0,0,0,66.0,0
4,0,716.29999999999995,0,0,681.60000000000002,0,0,346.0,0,0,123.66666666666667,0,0,0,210.40000000000001,0,505.0,0
5,0,485.0,0,0,211.0,0,0,0,0,0,0,232.19999999999999,0,0,496.60000000000002,0,707.29999999999995,0
6,0,0,0,0,0,0,0,0,165.80000000000001,0,0,411.89999999999998,0,0,599.33333333333337,0,443.25,0
7,0,0,0,0,0,94.75,0,0,314.0,0,0,536.79999999999995,0,0,506.5,0,0,0
8,0,0,12.75,0,0,162.09999999999999,0,0,436.60000000000002,0,0,430.19999999999999,0,0,0,0,0,0
9,0,0,54.0,0,0,454.60000000000002,0,0,342.66666666666669,0,0,530.0,0,0,0,0,0,0
10,0,0,372.19999999999999,0,0,191.09999999999999,0,0,560.5,0,0,0,0,0,0,0,0,0
11,0,0,328.80000000000001,0,0,421.55555555555554,0,0,0,0,0,0,0,0,0,0,0,79.0
12,0,0,193.59999999999999,0,0,620.0,0,0,0,0,0,0,0,0,0,0,0,339.88888888888891
13,0,0,246.375,0,0,0,0,0,0,0,0,0,0,0,0,166.0,0,437.60000000000002
14,0,0,650.39999999999998,0,0,0,0,0,0,0,0,0,0,0,0,347.11111111111109,0,64.700000000000003
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.89999999999998,0,165.88888888888889
16,0,0,0,0,0,0,0,0,0,0,0,0,215.40000000000001,0,0,71.799999999999997,0,405.57142857142856
17,0,0,0,0,0,0,0,0,0,0,0,0,294.80000000000001,0,0,142.19999999999999,0,665.66666666666663
18,0,0,0,0,0,0,0,0,0,0,0,0,212.80000000000001,0,0,198.625,0,0
19,0,0,0,0,0,0,0,0,0,293.83333333333331,0,0,38.600000000000001,0,0,616.83333333333337,0,0
20,0,0,0,0,0,0,0,0,0,251.90000000000001,0,0,163.0,0,0,85.0,0,0
21,0,0,0,0,0,0,0,0,0,125.0,0,0,192.125,0,0,666.0,0,0
22,0,0,0,0,0,0,108.0,0,0,44.5,0,0,402.33333333333331,0,0,0,0,0
23,0,0,0,0,0,0,189.66666666666666,0,0,0.0,0,0,537.66666666666663,0,0,0,0,0
24,0,0,0,0,0,0,241.59999999999999,0,0,82.700000000000003,0,0,757.0,0,0,0,0,0
25,0,0,0,0,0,0,83.400000000000006,0,0,286.33333333333331,0,0,0,0,0,0,0,0
26,0,0,0,125.59999999999999,0,0,0.0,0,0,569.66666666666663,0,0,0,0,0,0,0,0
27,0,0,0,292.60000000000002,0,0,0.0,0,0,845.5,0,0,0,0,0,0,0,0
28,0,0,0,50.700000000000003,0,0,176.90000000000001,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,49.700000000000003,0,0,111.375,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,47.0,0,0,386.57142857142856,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0.0,0,0,688.25,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0.0,0,0,874.0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,380.69999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,419.0,0,0,316.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.0,0,0,702.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.0,0,0,950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
