truss_number,change_0,change_65,change_35,change_5,change_70,change_40,change_10,change_75,change_45,change_15,change_80,change_50,change_20,change_85,change_55,change_25,change_60,change_30
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11500.0,12128.200000000001,19865.099999999999,13103.9,9289.1000000000004,20077.299999999999,14570.5,6363.1000000000004,19716.5,16029.299999999999,3547.3000000000002,18713.099999999999,17293.799999999999,1580.0999999999999,17190.5,18390.700000000001,14947.0,19254.5
4,14524.0,2342.8000000000002,15475.700000000001,15398.799999999999,1025.625,13953.200000000001,16260.1,410.0,11826.5,16784.200000000001,0,9308.2000000000007,17115.200000000001,0,6741.1999999999998,17071.5,4371.1000000000004,16505.599999999999
5,12208.0,156.0,8606.0,13211.799999999999,0,6285.3000000000002,13647.1,0,4058.8000000000002,13659.1,0,2425.6999999999998,13107.799999999999,0,1095.7777777777778,12119.0,405.80000000000001,10753.799999999999
6,10339.0,0,3326.4000000000001,10921.4,0,1946.3,10809.200000000001,0,945.20000000000005,10064.700000000001,0,372.0,8868.3999999999996,0,0,7120.8999999999996,0,5047.8000000000002
7,8720.0,0,1050.5999999999999,9098.5,0,481.71428571428572,8149.1000000000004,0,193.0,6907.1999999999998,0,0,5193.8000000000002,0,0,3501.3000000000002,0,2051.0999999999999
8,7811.0,0,384.0,6848.1999999999998,0,198.0,5798.6999999999998,0,0,4143.1000000000004,0,0,2669.1999999999998,0,0,1513.2,0,679.70000000000005
9,6036.0,0,193.0,5081.3999999999996,0,0,3707.6999999999998,0,0,2385.1999999999998,0,0,1251.9000000000001,0,0,442.60000000000002,0,305.66666666666669
10,4995.0,0,0,3626.9000000000001,0,0,2233.3000000000002,0,0,1086.4000000000001,0,0,483.10000000000002,0,0,352.10000000000002,0,246.0
11,3521.0,0,0,2447.5999999999999,0,0,1296.7,0,0,579.70000000000005,0,0,209.09999999999999,0,0,254.83333333333334,0,0
12,2711.0,0,0,1483.5,0,0,636.5,0,0,257.80000000000001,0,0,250.09999999999999,0,0,213.5,0,0
13,2190.0,0,0,972.5,0,0,365.89999999999998,0,0,133.80000000000001,0,0,291.19999999999999,0,0,0,0,0
14,1394.0,0,0,627.89999999999998,0,0,130.90000000000001,0,0,219.33333333333334,0,0,295.0,0,0,0,0,0
15,1146.0,0,0,286.39999999999998,0,0,98.599999999999994,0,0,268.83333333333331,0,0,0,0,0,0,0,0
16,676.0,0,0,127.59999999999999,0,0,216.0,0,0,145.0,0,0,0,0,0,0,0,0
17,523.0,0,0,43.200000000000003,0,0,377.83333333333331,0,0,290.0,0,0,0,0,0,0,0,0
18,153.0,0,0,163.19999999999999,0,0,302.0,0,0,0,0,0,0,0,0,0,0,0
19,540.0,0,0,137.22222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.0,0,0,178.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.0,0,0,317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,253.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
