core_number,change_0,change_2,change_4,change_6,change_8,change_10,change_12,change_14,change_16,change_18,change_20,change_22,change_24,change_26,change_28,change_30,change_32,change_34,change_36,change_38,change_40,change_42,change_44,change_46,change_48,change_50,change_52,change_54,change_56,change_58,change_60,change_62,change_64,change_66,change_68,change_70,change_72,change_74,change_76,change_78,change_80,change_82,change_84,change_86,change_88
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,241.69999999999999,474.89999999999998,674.89999999999998
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,235.5,427.30000000000001,594.89999999999998,722.29999999999995,609.29999999999995,474.80000000000001,364.5
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,107.90000000000001,271.80000000000001,431.89999999999998,590.5,661.29999999999995,576.79999999999995,476.60000000000002,371.10000000000002,291.69999999999999,210.59999999999999,156.19999999999999,95.599999999999994
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5,144.5,305.0,433.69999999999999,552.89999999999998,564.60000000000002,495.39999999999998,416.10000000000002,333.0,275.80000000000001,214.5,157.40000000000001,125.40000000000001,90.5,74.599999999999994,55.25,34.200000000000003
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0,165.88888888888889,297.30000000000001,410.0,510.0,474.19999999999999,411.80000000000001,363.0,307.39999999999998,251.90000000000001,200.80000000000001,168.5,130.30000000000001,112.0,87.599999999999994,66.799999999999997,57.444444444444443,40.0,24.0,19.666666666666668,19.5
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,55.166666666666664,151.55555555555554,255.90000000000001,374.69999999999999,447.5,450.19999999999999,374.19999999999999,330.0,290.5,253.59999999999999,213.0,175.40000000000001,144.90000000000001,135.40000000000001,115.7,92.900000000000006,69.200000000000003,60.25,47.714285714285715,33.571428571428569,32.25,30.0,30.0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,88.857142857142861,157.69999999999999,268.10000000000002,382.60000000000002,447.89999999999998,430.39999999999998,388.60000000000002,353.69999999999999,300.10000000000002,239.69999999999999,215.30000000000001,205.80000000000001,181.09999999999999,156.19999999999999,134.19999999999999,113.59999999999999,91.200000000000003,68.444444444444443,56.888888888888886,39.888888888888886,38.285714285714285,34.75,27.333333333333332,22.0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,7.0,62.375,163.40000000000001,285.5,396.19999999999999,410.60000000000002,386.10000000000002,352.89999999999998,308.80000000000001,271.80000000000001,234.09999999999999,207.5,172.30000000000001,156.90000000000001,142.59999999999999,130.59999999999999,103.09999999999999,91.0,69.299999999999997,57.0,45.888888888888886,44.333333333333336,36.857142857142854,31.199999999999999,24.0,20.0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,5.0,89.0,159.19999999999999,270.19999999999999,375.39999999999998,407.69999999999999,363.69999999999999,324.69999999999999,286.30000000000001,266.0,251.5,226.40000000000001,189.19999999999999,173.80000000000001,158.59999999999999,133.30000000000001,117.3,107.59999999999999,85.299999999999997,84.900000000000006,64.900000000000006,45.25,41.25,37.0,36.5,32.0,25.0,21.0,11.0,22.0,0,0,0,0,0,0,0,0
10,0,0,0,18.666666666666668,61.125,129.40000000000001,227.69999999999999,323.60000000000002,351.10000000000002,336.80000000000001,305.89999999999998,266.39999999999998,234.0,221.09999999999999,196.40000000000001,185.30000000000001,176.80000000000001,158.30000000000001,136.59999999999999,127.40000000000001,117.3,102.7,94.0,76.099999999999994,63.444444444444443,55.444444444444443,37.571428571428569,41.714285714285715,36.857142857142854,44.25,41.0,35.5,25.0,13.0,13.0,13.0,0,0,0,0,0,0,0,0,0
