core triangles
10 10
10 61
10 94
10 139
10 80
10 18
10 112
10 7
10 2
10 17
10 22
10 61
10 9
10 5
10 6
10 2
10 11
10 6
10 30
10 10
10 13
10 4
10 4
10 4
10 7
10 7
10 5
10 3
10 3
10 8
10 6
10 5
10 9
10 6
10 4
10 4
10 3
10 6
10 46
10 4
10 3
10 21
10 36
10 4
10 5
10 3
10 3
10 7
10 9
10 137
10 76
10 6
10 5
10 7
10 6
10 2
10 32
10 24
10 5
10 7
10 16
10 4
10 3
10 7
10 7
10 2
10 10
10 7
10 12
10 6
10 3
10 3
10 4
10 9
10 9
10 4
10 31
10 10
10 8
10 6
10 1
10 2
10 4
10 8
10 3
10 6
10 93
10 7
10 7
10 17
10 10
10 5
10 4
10 8
10 17
10 3
10 8
10 9
10 6
10 0
10 4
10 25
10 61
10 185
10 138
10 36
10 41
10 123
10 18
10 5
10 41
10 87
10 4
10 6
10 6
10 8
10 6
10 6
10 4
10 4
10 8
10 8
10 104
10 33
10 6
10 142
10 34
10 4
10 2
10 10
10 2
10 10
10 10
10 0
10 5
10 6
10 6
10 9
10 71
10 103
10 171
10 116
10 81
10 154
10 7
10 6
10 8
10 8
10 5
10 4
10 13
10 12
10 44
10 10
10 6
10 5
10 8
10 7
10 11
10 4
10 0
10 4
10 9
10 10
10 10
10 10
10 4
10 6
10 25
10 52
10 10
10 3
10 1
10 5
10 3
10 4
10 6
10 7
10 10
10 2
10 8
10 12
10 3
10 9
10 9
10 9
10 6
10 8
10 5
10 11
10 6
10 11
10 5
10 3
10 5
10 9
10 5
10 7
10 7
10 4
10 5
10 11
10 4
10 6
10 13
10 8
10 5
10 6
10 0
10 10
10 5
10 5
10 10
10 5
10 5
10 5
10 28
10 88
10 11
10 202
10 10
10 0
10 70
10 5
10 27
10 148
10 88
10 7
10 9
10 36
10 6
10 8
10 4
10 7
10 4
10 0
10 10
10 12
10 7
10 5
10 4
10 11
10 19
10 5
10 165
10 9
10 4
10 7
10 2
10 4
10 9
10 9
10 5
10 84
10 7
10 5
10 7
10 9
10 119
10 11
10 6
10 4
10 8
10 14
10 13
10 6
10 5
10 3
9 5
9 3
9 1
9 1
9 3
9 4
9 6
9 7
9 1
9 7
9 3
9 6
9 4
9 5
9 5
9 3
9 3
9 5
9 3
9 1
9 5
9 3
9 6
9 4
9 3
9 2
9 10
9 3
9 3
9 5
9 3
9 8
9 3
9 3
9 11
9 5
9 3
9 3
9 3
9 5
9 8
9 0
9 1
9 4
9 8
9 3
9 9
9 2
9 7
9 11
9 5
9 3
9 4
9 6
9 11
9 7
9 7
9 5
9 3
9 2
9 1
9 2
9 7
9 7
9 2
9 8
9 3
9 9
9 0
9 9
9 3
9 4
9 4
9 1
9 2
9 3
9 4
9 4
9 6
9 5
9 6
9 4
9 7
9 6
9 4
9 5
9 3
9 7
9 7
9 7
9 6
9 2
9 2
9 1
9 10
9 4
9 5
9 5
9 4
9 12
9 6
9 6
9 8
9 2
8 2
8 3
8 2
8 4
8 2
8 4
8 0
8 2
8 0
8 2
8 4
8 8
8 6
8 11
8 6
8 3
8 5
8 0
8 9
8 1
8 0
8 5
8 4
8 6
8 2
8 2
7 3
7 1
7 5
7 4
7 4
7 5
7 0
7 2
7 1
7 1
7 1
7 5
7 0
7 6
7 1
7 2
7 2
7 5
7 1
7 1
7 1
7 0
7 3
7 7
7 0
7 6
7 0
7 1
7 3
7 6
7 4
7 1
7 5
7 3
7 5
7 2
7 9
7 2
7 3
7 1
6 0
6 3
6 4
6 0
6 0
6 1
6 1
6 1
6 1
6 3
6 1
6 1
6 2
5 0
5 0
5 1
5 0
5 2
5 1
5 2
5 0
5 0
5 0
5 0
5 0
5 0
5 1
5 0
5 0
5 1
5 3
5 0
5 1
5 1
5 1
5 1
5 0
5 0
5 1
5 1
5 1
5 0
5 1
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 2
5 0
5 0
5 1
5 1
5 0
5 0
5 0
5 0
5 0
5 0
5 1
5 1
5 1
5 0
5 0
5 1
5 2
5 0
5 0
5 2
5 3
5 1
5 0
5 0
5 0
5 0
5 0
5 1
5 0
5 0
5 1
5 0
5 1
5 2
5 0
5 0
5 2
5 0
5 0
5 0
5 0
5 1
5 0
5 0
5 0
5 1
5 0
5 0
5 0
5 0
5 4
5 0
5 1
5 0
5 0
5 1
5 0
5 2
5 0
5 0
5 0
5 0
5 0
5 1
5 0
5 0
5 0
5 0
5 2
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 1
5 2
5 0
5 1
5 0
5 0
5 1
5 1
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 1
5 0
5 0
5 0
5 1
5 0
5 0
5 0
5 0
5 0
5 1
5 0
5 0
5 0
5 1
5 1
5 0
5 0
5 0
5 0
5 2
5 1
5 0
5 0
5 0
5 0
5 0
5 1
5 0
5 0
5 1
5 0
5 0
5 0
5 0
5 0
5 4
5 0
5 5
5 1
5 0
5 1
5 0
5 0
