truss_number,change_0,change_65,change_35,change_5,change_70,change_40,change_10,change_75,change_45,change_15,change_80,change_50,change_20,change_85,change_55,change_25,change_60,change_30
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3123.0,1018.4,2538.0,3086.5999999999999,867.29999999999995,2273.6999999999998,3140.6999999999998,755.5,2006.5999999999999,3137.6999999999998,665.89999999999998,1728.2,3066.5,369.0,1456.5999999999999,2944.5999999999999,1233.7,2774.5999999999999
4,2750.0,716.29999999999995,874.39999999999998,2332.5999999999999,681.60000000000002,707.0,2080.6999999999998,346.0,619.29999999999995,1837.8,123.66666666666667,550.60000000000002,1582.9000000000001,0,522.20000000000005,1322.9000000000001,506.10000000000002,1076.5999999999999
5,1385.0,485.0,343.80000000000001,1058.5,211.0,358.5,855.79999999999995,0,343.60000000000002,669.89999999999998,0,364.5,551.10000000000002,0,496.60000000000002,476.60000000000002,707.29999999999995,384.60000000000002
6,545.0,0,323.80000000000001,416.19999999999999,0,326.30000000000001,383.10000000000002,0,314.60000000000002,318.10000000000002,0,411.89999999999998,276.89999999999998,0,599.33333333333337,239.5,443.25,269.39999999999998
7,355.0,0,255.5,261.39999999999998,0,253.30000000000001,240.80000000000001,0,314.0,220.40000000000001,0,536.79999999999995,237.30000000000001,0,506.5,259.30000000000001,0,287.39999999999998
8,232.0,0,232.69999999999999,209.0,0,174.40000000000001,193.80000000000001,0,436.60000000000002,195.5,0,430.19999999999999,205.69999999999999,0,0,271.39999999999998,0,211.59999999999999
9,229.0,0,67.599999999999994,177.80000000000001,0,454.60000000000002,126.0,0,342.66666666666669,184.59999999999999,0,530.0,252.59999999999999,0,0,162.5,0,250.59999999999999
10,130.0,0,398.5,118.59999999999999,0,191.09999999999999,157.69999999999999,0,560.5,232.90000000000001,0,0,90.099999999999994,0,0,245.90000000000001,0,52.600000000000001
11,40.0,0,328.80000000000001,157.59999999999999,0,421.55555555555554,153.90000000000001,0,0,146.0,0,0,261.30000000000001,0,0,52.299999999999997,0,70.799999999999997
12,236.0,0,193.59999999999999,86.700000000000003,0,620.0,181.90000000000001,0,0,128.59999999999999,0,0,153.80000000000001,0,0,73.799999999999997,0,371.30000000000001
13,54.0,0,246.375,196.90000000000001,0,0,138.90000000000001,0,0,194.90000000000001,0,0,69.299999999999997,0,0,67.400000000000006,0,439.19999999999999
14,91.0,0,650.39999999999998,100.2,0,0,214.90000000000001,0,0,159.09999999999999,0,0,15.0,0,0,464.10000000000002,0,64.700000000000003
15,105.0,0,0,99.700000000000003,0,0,186.09999999999999,0,0,59.899999999999999,0,0,45.200000000000003,0,0,321.69999999999999,0,165.88888888888889
16,120.0,0,0,144.69999999999999,0,0,126.90000000000001,0,0,8.0999999999999996,0,0,262.80000000000001,0,0,71.799999999999997,0,405.57142857142856
17,0.0,0,0,220.80000000000001,0,0,44.200000000000003,0,0,21.0,0,0,437.19999999999999,0,0,142.19999999999999,0,665.66666666666663
18,306.0,0,0,192.59999999999999,0,0,4.2000000000000002,0,0,90.799999999999997,0,0,212.80000000000001,0,0,198.625,0,0
19,0.0,0,0,115.90000000000001,0,0,6.0999999999999996,0,0,431.0,0,0,38.600000000000001,0,0,616.83333333333337,0,0
20,37.0,0,0,2.1000000000000001,0,0,8.8000000000000007,0,0,356.30000000000001,0,0,163.0,0,0,85.0,0,0
21,210.0,0,0,4.2999999999999998,0,0,57.100000000000001,0,0,125.0,0,0,192.125,0,0,666.0,0,0
22,231.0,0,0,13.199999999999999,0,0,358.10000000000002,0,0,44.5,0,0,402.33333333333331,0,0,0,0,0
23,0.0,0,0,2.2000000000000002,0,0,347.60000000000002,0,0,0.0,0,0,537.66666666666663,0,0,0,0,0
24,276.0,0,0,24.199999999999999,0,0,278.10000000000002,0,0,82.700000000000003,0,0,757.0,0,0,0,0,0
25,0.0,0,0,117.40000000000001,0,0,83.400000000000006,0,0,286.33333333333331,0,0,0,0,0,0,0,0
26,25.0,0,0,372.10000000000002,0,0,0.0,0,0,569.66666666666663,0,0,0,0,0,0,0,0
27,0.0,0,0,527.79999999999995,0,0,0.0,0,0,845.5,0,0,0,0,0,0,0,0
28,0.0,0,0,50.700000000000003,0,0,176.90000000000001,0,0,0,0,0,0,0,0,0,0,0
29,0.0,0,0,49.700000000000003,0,0,111.375,0,0,0,0,0,0,0,0,0,0,0
30,0.0,0,0,47.0,0,0,386.57142857142856,0,0,0,0,0,0,0,0,0,0,0
31,0.0,0,0,0.0,0,0,688.25,0,0,0,0,0,0,0,0,0,0,0
32,220.0,0,0,0.0,0,0,874.0,0,0,0,0,0,0,0,0,0,0,0
33,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,561.0,0,0,380.69999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,595.0,0,0,316.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.0,0,0,702.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.0,0,0,950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
