core_number,change_0,change_2,change_4,change_6,change_8,change_10,change_12,change_14,change_16,change_18,change_20,change_22,change_24,change_26,change_28,change_30,change_32,change_34,change_36,change_38,change_40,change_42,change_44,change_46,change_48,change_50,change_52,change_54,change_56,change_58,change_60,change_62,change_64,change_66,change_68,change_70,change_72,change_74,change_76,change_78,change_80,change_82,change_84,change_86,change_88
1,2508.0,2456.0999999999999,2407.0,2361.0999999999999,2319.0999999999999,2276.0999999999999,2238.0999999999999,2199.3000000000002,2157.8000000000002,2120.1999999999998,2085.4000000000001,2050.4000000000001,2014.0,1981.0,1947.9000000000001,1919.4000000000001,1890.5,1860.2,1833.9000000000001,1806.5999999999999,1780.5999999999999,1751.3,1726.8,1705.0,1681.7,1657.7,1634.9000000000001,1614.2,1594.2,1573.8,1555.2,1534.0,1515.7,1496.9000000000001,1478.7,1462.0,1445.8,1426.5,1409.0,1392.4000000000001,1375.0,1357.4000000000001,1340.9000000000001,1326.0,1311.7
2,1158.0,1165.4000000000001,1171.0,1173.5999999999999,1172.7,1172.3,1168.9000000000001,1163.5,1162.5999999999999,1163.3,1160.9000000000001,1159.0,1157.5999999999999,1155.3,1154.0,1146.0,1139.5999999999999,1134.3,1129.4000000000001,1123.5999999999999,1118.5,1115.9000000000001,1108.8,1097.0,1091.2,1084.0,1075.2,1070.4000000000001,1064.0999999999999,1059.5,1051.9000000000001,1047.4000000000001,1037.3,1031.3,1022.1,1016.9,1009.2,1004.1,1000.0,993.89999999999998,987.89999999999998,984.79999999999995,980.0,974.70000000000005,966.10000000000002
3,613.0,621.70000000000005,631.0,638.70000000000005,646.29999999999995,655.79999999999995,664.20000000000005,675.0,679.20000000000005,683.60000000000002,686.10000000000002,691.0,697.29999999999995,701.39999999999998,705.20000000000005,712.79999999999995,716.0,721.10000000000002,723.5,727.0,723.89999999999998,726.5,730.5,734.10000000000002,734.70000000000005,736.39999999999998,740.5,738.20000000000005,734.70000000000005,733.5,733.79999999999995,732.20000000000005,733.5,732.39999999999998,737.0,734.70000000000005,730.20000000000005,730.79999999999995,725.0,724.39999999999998,721.89999999999998,719.20000000000005,716.20000000000005,712.60000000000002,715.10000000000002
4,576.0,555.39999999999998,535.5,521.10000000000002,513.60000000000002,509.80000000000001,502.69999999999999,499.80000000000001,500.19999999999999,497.0,498.5,493.89999999999998,493.80000000000001,494.60000000000002,488.10000000000002,486.89999999999998,489.5,488.19999999999999,488.60000000000002,488.60000000000002,496.69999999999999,500.5,501.60000000000002,505.0,504.60000000000002,506.69999999999999,510.5,513.70000000000005,520.20000000000005,520.5,517.5,521.10000000000002,524.29999999999995,525.20000000000005,521.39999999999998,519.60000000000002,525.29999999999995,524.5,529.10000000000002,527.20000000000005,528.79999999999995,529.20000000000005,530.60000000000002,533.29999999999995,534.5
5,866.0,705.20000000000005,629.10000000000002,587.70000000000005,537.60000000000002,510.60000000000002,483.0,458.10000000000002,446.10000000000002,432.80000000000001,421.10000000000002,421.30000000000001,414.39999999999998,408.69999999999999,411.89999999999998,413.30000000000001,409.19999999999999,408.0,404.5,401.39999999999998,396.39999999999998,394.69999999999999,394.89999999999998,398.39999999999998,401.30000000000001,400.69999999999999,401.30000000000001,398.80000000000001,396.80000000000001,401.30000000000001,403.60000000000002,402.60000000000002,403.30000000000001,406.19999999999999,408.69999999999999,412.5,410.69999999999999,412.0,409.69999999999999,409.10000000000002,411.19999999999999,413.39999999999998,413.0,411.39999999999998,410.0
6,1939.0,2155.6999999999998,2285.3000000000002,2375.0999999999999,2467.5999999999999,2531.1999999999998,2597.6999999999998,1221.5,749.39999999999998,631.89999999999998,566.5,513.39999999999998,480.60000000000002,455.69999999999999,435.0,413.60000000000002,399.89999999999998,393.60000000000002,384.0,368.80000000000001,367.19999999999999,357.60000000000002,352.89999999999998,343.89999999999998,341.39999999999998,340.60000000000002,335.19999999999999,336.39999999999998,334.19999999999999,327.10000000000002,331.30000000000001,332.19999999999999,332.5,327.39999999999998,327.60000000000002,328.39999999999998,328.89999999999998,332.10000000000002,332.69999999999999,336.19999999999999,336.10000000000002,336.0,335.80000000000001,337.10000000000002,335.39999999999998
7,20.0,19.399999999999999,19.0,20.199999999999999,19.899999999999999,20.100000000000001,20.300000000000001,1456.0999999999999,1976.7,2141.9000000000001,2251.1999999999998,2339.5,2410.1999999999998,2470.4000000000001,2524.0999999999999,802.39999999999998,671.20000000000005,570.39999999999998,506.69999999999999,471.5,433.19999999999999,409.5,377.80000000000001,367.10000000000002,354.89999999999998,344.10000000000002,340.0,331.80000000000001,325.0,320.19999999999999,311.69999999999999,306.19999999999999,300.10000000000002,303.5,298.39999999999998,290.0,291.0,285.30000000000001,286.30000000000001,285.5,284.89999999999998,282.80000000000001,288.5,288.0,290.0
8,30.0,29.199999999999999,29.199999999999999,28.199999999999999,27.600000000000001,27.899999999999999,27.899999999999999,27.800000000000001,28.399999999999999,28.5,28.0,27.300000000000001,26.699999999999999,26.600000000000001,26.0,1796.0999999999999,1972.8,2111.5999999999999,2215.5,2297.0,2365.9000000000001,2424.8000000000002,1686.2,696.5,585.70000000000005,512.60000000000002,454.30000000000001,424.80000000000001,401.10000000000002,370.89999999999998,348.80000000000001,330.39999999999998,318.19999999999999,305.10000000000002,301.10000000000002,296.89999999999998,287.69999999999999,283.80000000000001,281.0,275.19999999999999,270.39999999999998,268.39999999999998,262.30000000000001,261.39999999999998,258.80000000000001
9,404.0,405.89999999999998,406.89999999999998,408.30000000000001,409.60000000000002,410.19999999999999,411.19999999999999,412.89999999999998,413.60000000000002,414.80000000000001,416.30000000000001,418.19999999999999,419.39999999999998,420.30000000000001,421.80000000000001,423.5,346.19999999999999,269.10000000000002,154.09999999999999,115.59999999999999,76.200000000000003,75.799999999999997,836.10000000000002,1867.3,2017.2,2128.5,2218.0999999999999,2279.1999999999998,2334.8000000000002,2235.0,928.20000000000005,587.89999999999998,515.79999999999995,461.19999999999999,421.39999999999998,383.60000000000002,363.19999999999999,344.60000000000002,323.39999999999998,313.60000000000002,300.30000000000001,289.30000000000001,282.80000000000001,273.60000000000002,262.60000000000002
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.5,393.75,391.14285714285717,392.375,394.88888888888891,397.11111111111109,398.39999999999998,399.69999999999999,401.30000000000001,402.69999999999999,404.0,406.5,408.89999999999998,572.20000000000005,1932.0,2320.0,2433.3000000000002,2524.8000000000002,2597.5999999999999,2669.4000000000001,2722.0,2770.3000000000002,2817.8000000000002,2616.4000000000001,2652.0999999999999,1925.8,1676.2,1415.9000000000001,611.5
