truss_number,change_0,change_65,change_35,change_5,change_70,change_40,change_10,change_75,change_45,change_15,change_80,change_50,change_20,change_85,change_55,change_25,change_60,change_30
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3195.0999999999999,47.299999999999997,0,4042.3000000000002,157.90000000000001,0,4636.3000000000002,397.5,0,3547.3000000000002,809.29999999999995,1.0,1580.0999999999999,1507.0,1.7142857142857142,2356.0,11.9
4,0,1465.0999999999999,373.60000000000002,0,789.625,912.5,0,377.0,1615.3,1.0,0,2207.0,3.3333333333333335,0,2443.4000000000001,24.5,2158.5,115.8
5,0,138.0,1354.5999999999999,0,0,1923.9000000000001,1.0,0,1848.0,4.5,0,1494.5999999999999,41.299999999999997,0,804.0,215.09999999999999,319.0,700.39999999999998
6,0,0,1666.3,0,0,1334.7,1.5714285714285714,0,774.60000000000002,45.100000000000001,0,326.19999999999999,295.39999999999998,0,0,848.79999999999995,0,1374.0999999999999
7,0,0,891.0,0,0,464.57142857142856,24.899999999999999,0,193.0,240.5,0,0,841.10000000000002,0,0,1409.0,0,1436.2
8,0,0,378.25,3.5,0,198.0,134.69999999999999,0,0,800.39999999999998,0,0,1367.5999999999999,0,0,1218.2,0,617.39999999999998
9,0,0,193.0,29.111111111111111,0,0,651.89999999999998,0,0,1278.9000000000001,0,0,1036.3,0,0,412.80000000000001,0,300.66666666666669
10,0,0,0,188.5,0,0,1100.7,0,0,946.39999999999998,0,0,454.89999999999998,0,0,348.80000000000001,0,246.0
11,0,0,0,840.60000000000002,0,0,1073.5,0,0,549.70000000000005,0,0,209.09999999999999,0,0,254.83333333333334,0,0
12,0,0,0,1050.2,0,0,618.89999999999998,0,0,257.80000000000001,0,0,250.09999999999999,0,0,213.5,0,0
13,0,0,0,945.70000000000005,0,0,365.80000000000001,0,0,133.80000000000001,0,0,291.19999999999999,0,0,0,0,0
14,1014.0,0,0,626.70000000000005,0,0,130.90000000000001,0,0,219.33333333333334,0,0,295.0,0,0,0,0,0
15,1146.0,0,0,286.39999999999998,0,0,98.599999999999994,0,0,268.83333333333331,0,0,0,0,0,0,0,0
16,676.0,0,0,127.59999999999999,0,0,216.0,0,0,145.0,0,0,0,0,0,0,0,0
17,523.0,0,0,43.200000000000003,0,0,377.83333333333331,0,0,290.0,0,0,0,0,0,0,0,0
18,153.0,0,0,163.19999999999999,0,0,302.0,0,0,0,0,0,0,0,0,0,0,0
19,540.0,0,0,137.22222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.0,0,0,178.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.0,0,0,317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,253.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
