core_number,change_0,change_2,change_4,change_6,change_8,change_10,change_12,change_14,change_16,change_18,change_20,change_22,change_24,change_26,change_28,change_30,change_32,change_34,change_36,change_38,change_40,change_42,change_44,change_46,change_48,change_50,change_52,change_54,change_56,change_58,change_60,change_62,change_64,change_66,change_68,change_70,change_72,change_74,change_76,change_78,change_80,change_82,change_84,change_86,change_88
1,2520.0,2466.5,2412.6999999999998,2365.8000000000002,2317.8000000000002,2271.1999999999998,2226.4000000000001,2184.4000000000001,2145.3000000000002,2107.5999999999999,2068.1999999999998,2032.7,1996.2,1962.3,1928.7,1896.8,1864.2,1834.7,1809.2,1778.9000000000001,1749.4000000000001,1724.8,1701.5,1677.5999999999999,1651.5,1628.5999999999999,1608.8,1588.0999999999999,1565.0999999999999,1543.7,1524.0999999999999,1504.8,1485.9000000000001,1470.9000000000001,1454.7,1437.0999999999999,1418.9000000000001,1402.3,1384.0999999999999,1367.0,1350.5999999999999,1332.5999999999999,1317.0999999999999,1305.3,1288.8
2,3637.0,3575.3000000000002,3514.4000000000001,3439.3000000000002,3376.1999999999998,3317.1999999999998,3255.4000000000001,3191.0,3125.8000000000002,3063.5,3002.4000000000001,2939.5,2882.0999999999999,2827.0999999999999,2770.0,2716.4000000000001,2664.4000000000001,2615.5,2562.0999999999999,2519.0999999999999,2474.0,2431.1999999999998,2390.0,2346.9000000000001,2310.5,2269.1999999999998,2227.0,2184.9000000000001,2154.9000000000001,2121.8000000000002,2087.9000000000001,2054.8000000000002,2022.9000000000001,1992.8,1955.2,1921.7,1899.5999999999999,1873.0999999999999,1849.0999999999999,1824.5999999999999,1802.0,1778.4000000000001,1750.0999999999999,1722.0,1698.5
3,3509.0,3483.4000000000001,3440.8000000000002,3407.0999999999999,3367.4000000000001,3312.0999999999999,3266.0999999999999,3226.3000000000002,3176.4000000000001,3119.3000000000002,3066.4000000000001,3025.0,2982.1999999999998,2930.1999999999998,2884.4000000000001,2838.5999999999999,2797.3000000000002,2739.3000000000002,2693.9000000000001,2640.1999999999998,2601.5,2554.5999999999999,2511.1999999999998,2468.5999999999999,2419.8000000000002,2383.5,2336.5999999999999,2300.0999999999999,2266.9000000000001,2232.3000000000002,2199.1999999999998,2161.4000000000001,2129.5,2093.0,2066.8000000000002,2038.0999999999999,2000.3,1968.8,1938.9000000000001,1911.9000000000001,1879.4000000000001,1855.0999999999999,1830.4000000000001,1809.2,1793.8
4,3052.0,3035.3000000000002,3028.5,3007.1999999999998,2982.8000000000002,2967.8000000000002,2942.1999999999998,2901.4000000000001,2875.0,2853.0999999999999,2821.0999999999999,2776.1999999999998,2736.4000000000001,2703.8000000000002,2662.8000000000002,2622.6999999999998,2583.1999999999998,2553.0999999999999,2532.3000000000002,2511.9000000000001,2471.5999999999999,2447.5,2404.6999999999998,2372.3000000000002,2341.9000000000001,2309.5999999999999,2292.5,2258.0,2218.4000000000001,2187.4000000000001,2152.5,2127.5,2103.9000000000001,2079.0999999999999,2052.5999999999999,2024.4000000000001,1999.9000000000001,1974.5,1944.9000000000001,1913.0999999999999,1893.4000000000001,1867.2,1848.3,1821.0,1792.4000000000001
5,2335.0,2349.8000000000002,2375.0999999999999,2394.6999999999998,2393.5999999999999,2410.6999999999998,2419.5999999999999,2427.5,2432.4000000000001,2433.8000000000002,2430.8000000000002,2440.8000000000002,2429.5999999999999,2410.0,2405.9000000000001,2391.5,2376.9000000000001,2349.1999999999998,2309.3000000000002,2286.6999999999998,2270.8000000000002,2242.6999999999998,2230.3000000000002,2214.1999999999998,2200.8000000000002,2168.5999999999999,2143.8000000000002,2118.0999999999999,2089.9000000000001,2075.5,2052.4000000000001,2030.7,2002.4000000000001,1976.4000000000001,1962.9000000000001,1943.5999999999999,1921.7,1901.7,1882.5,1865.5,1841.3,1824.5999999999999,1810.7,1792.8,1771.2
6,2103.0,2117.0999999999999,2107.0999999999999,2107.5,2124.4000000000001,2125.3000000000002,2114.9000000000001,2116.1999999999998,2106.0999999999999,2102.0,2108.0999999999999,2096.9000000000001,2097.5,2107.1999999999998,2112.0,2098.4000000000001,2086.1999999999998,2093.1999999999998,2093.1999999999998,2073.1999999999998,2072.5,2064.1999999999998,2044.0,2012.2,1994.0,1986.4000000000001,1967.0,1955.0,1945.9000000000001,1933.7,1918.7,1898.5,1879.9000000000001,1877.2,1852.0999999999999,1847.8,1834.5999999999999,1812.3,1811.0,1794.5,1780.5,1760.0999999999999,1727.0999999999999,1702.3,1695.5
7,1597.0,1628.5999999999999,1665.5,1674.4000000000001,1685.5999999999999,1697.5999999999999,1729.2,1773.5999999999999,1803.8,1823.5999999999999,1827.4000000000001,1841.5999999999999,1838.0,1835.4000000000001,1832.7,1845.8,1854.0999999999999,1862.0999999999999,1865.0999999999999,1876.7,1860.3,1849.5999999999999,1849.9000000000001,1858.9000000000001,1849.3,1844.8,1839.7,1834.9000000000001,1818.4000000000001,1777.5,1767.2,1774.4000000000001,1772.0999999999999,1744.4000000000001,1736.5999999999999,1714.0999999999999,1699.9000000000001,1686.9000000000001,1660.4000000000001,1652.9000000000001,1642.9000000000001,1619.5,1618.8,1620.0999999999999,1608.3
8,1196.0,1213.0999999999999,1245.4000000000001,1297.2,1360.5999999999999,1419.5999999999999,1457.0999999999999,1452.0,1478.5,1485.5999999999999,1488.0,1517.5,1556.0999999999999,1563.8,1578.4000000000001,1599.9000000000001,1616.9000000000001,1631.0,1645.3,1629.0999999999999,1632.3,1652.5,1648.2,1645.0,1643.7,1644.0,1653.3,1655.3,1663.9000000000001,1672.2,1665.2,1652.0,1626.5,1628.8,1616.4000000000001,1617.5999999999999,1605.3,1609.8,1602.5999999999999,1584.9000000000001,1571.5,1576.0,1560.8,1555.5999999999999,1531.4000000000001
9,961.0,1008.8,1047.7,1073.0,1095.4000000000001,1105.0999999999999,1144.8,1203.4000000000001,1246.5999999999999,1289.5,1347.5999999999999,1383.3,1387.2,1421.0,1418.7,1418.4000000000001,1410.3,1380.8,1388.7,1412.7,1436.5999999999999,1427.9000000000001,1439.0999999999999,1435.0,1463.5999999999999,1477.7,1486.3,1490.2,1491.0,1488.9000000000001,1501.3,1491.0,1506.5,1491.5,1491.4000000000001,1488.3,1506.5,1500.0,1498.5,1498.7,1511.9000000000001,1511.0,1502.9000000000001,1466.9000000000001,1474.3
10,667.0,681.0,681.70000000000005,705.39999999999998,727.89999999999998,763.89999999999998,789.70000000000005,827.60000000000002,838.89999999999998,883.70000000000005,924.79999999999995,926.20000000000005,977.79999999999995,1026.5999999999999,1080.5,1152.4000000000001,1218.5,1285.7,1308.8,1336.4000000000001,1317.0999999999999,1314.0,1307.4000000000001,1324.9000000000001,1320.2,1329.0999999999999,1333.0999999999999,1354.3,1361.9000000000001,1355.8,1349.3,1363.0999999999999,1375.3,1372.2,1375.4000000000001,1362.3,1352.9000000000001,1349.0,1338.9000000000001,1331.5999999999999,1321.0,1321.7,1326.2,1333.2,1317.5
