truss_number,change_0,change_65,change_35,change_5,change_70,change_40,change_10,change_75,change_45,change_15,change_80,change_50,change_20,change_85,change_55,change_25,change_60,change_30
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,228.0,287.69999999999999,288.0,289.0,287.60000000000002,287.69999999999999,288.69999999999999,287.60000000000002,287.69999999999999,288.39999999999998,287.60000000000002,287.69999999999999,288.39999999999998,287.60000000000002,287.69999999999999,288.39999999999998,287.69999999999999,288.39999999999998
10,4995.0,4964.0,4967.8999999999996,4969.8000000000002,4963.0,4968.1000000000004,4970.1000000000004,4962.6000000000004,4968.1000000000004,4969.5,4962.5,4967.6999999999998,4968.0,4962.5,4967.0,4967.8000000000002,4966.8999999999996,4967.5
11,3521.0,3508.6999999999998,3508.5,3507.1999999999998,3509.8000000000002,3507.8000000000002,3505.5999999999999,3510.1999999999998,3507.8000000000002,3506.5,3509.5,3508.1999999999998,3508.0,3509.5,3507.8000000000002,3508.1999999999998,3506.9000000000001,3508.5
12,2711.0,2712.9000000000001,2710.3000000000002,2709.0,2712.9000000000001,2711.0999999999999,2710.5999999999999,2712.9000000000001,2711.0999999999999,2710.5999999999999,2713.5999999999999,2711.0999999999999,2710.5999999999999,2713.5999999999999,2711.9000000000001,2710.5999999999999,2712.9000000000001,2710.5999999999999
13,2190.0,2177.3000000000002,2175.9000000000001,2175.8000000000002,2177.1999999999998,2175.9000000000001,2175.8000000000002,2177.1999999999998,2175.9000000000001,2175.8000000000002,2177.3000000000002,2175.9000000000001,2175.6999999999998,2177.1999999999998,2176.1999999999998,2175.6999999999998,2176.1999999999998,2175.6999999999998
14,1394.0,1394.4000000000001,1394.4000000000001,1394.2,1394.5,1394.4000000000001,1394.2,1394.5,1394.4000000000001,1394.2,1394.5,1394.4000000000001,1394.3,1394.5999999999999,1394.4000000000001,1394.3,1394.4000000000001,1394.3
15,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0
16,676.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0,670.0
17,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0,523.0
18,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0
19,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
23,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0,253.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
