core triangles
10 0
10 6
10 52
10 2
10 3
10 5
10 0
10 12
10 1
10 2
10 1
10 0
10 0
10 0
10 1
10 0
10 1
10 1
10 6
10 1
10 4
10 0
10 0
10 0
10 0
10 1
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 12
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 1
10 0
10 1
10 0
10 0
10 0
10 1
10 0
10 0
10 0
10 0
10 46
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 1
10 0
10 6
10 18
10 0
10 0
10 2
10 0
10 1
10 0
10 0
10 1
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 9
10 0
10 0
10 5
10 5
10 0
10 0
10 0
10 0
10 1
10 0
10 6
10 0
10 0
10 2
10 0
10 0
10 1
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 4
10 0
10 0
10 1
10 0
10 0
10 7
10 0
10 0
10 0
10 0
10 0
10 0
10 1
10 12
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 2
10 0
10 0
10 0
10 0
10 28
10 0
10 0
10 0
10 10
10 0
10 0
10 0
10 0
10 33
10 2
10 1
10 2
10 2
10 0
10 0
10 0
10 0
10 1
10 1
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 3
10 0
10 0
10 0
10 0
10 0
10 0
10 2
10 10
10 0
10 0
10 0
10 2
10 4
10 0
10 0
10 0
10 2
10 0
10 0
10 0
10 0
10 6
10 40
10 0
10 1
10 0
10 0
10 1
10 0
10 0
10 0
10 1
10 0
10 4
10 4
10 0
10 0
10 0
10 0
10 0
10 3
10 0
10 2
10 0
10 1
10 2
10 1
10 0
10 0
10 4
10 0
10 0
10 0
10 1
10 0
10 0
10 0
10 0
10 0
10 2
10 0
10 2
10 1
10 0
10 6
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 1
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 3
10 0
10 1
10 0
10 0
10 1
10 13
10 0
10 1
10 0
10 3
10 0
10 1
10 0
10 2
10 0
10 1
10 27
10 0
10 0
10 0
10 1
10 1
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 1
10 0
10 4
10 0
10 7
10 1
10 0
10 0
10 0
10 0
10 0
10 2
10 4
10 2
10 0
10 0
10 0
9 0
9 1
9 0
9 0
9 0
9 0
9 1
9 0
9 1
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 1
9 0
9 0
9 4
9 0
9 1
9 1
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 3
9 1
9 0
9 0
9 0
