truss_number,change_0,change_65,change_35,change_5,change_70,change_40,change_10,change_75,change_45,change_15,change_80,change_50,change_20,change_85,change_55,change_25,change_60,change_30
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,7227.8999999999996,268.39999999999998,0,8533.1000000000004,714.60000000000002,0,6363.1000000000004,1463.8,1.0,3547.3000000000002,2642.9000000000001,3.875,1580.0999999999999,4175.3000000000002,18.5,5770.1999999999998,77.200000000000003
4,0,2105.5,1668.0999999999999,0,1019.875,2928.8000000000002,2.0,410.0,4044.8000000000002,4.666666666666667,0,4519.8999999999996,35.100000000000001,0,4279.8000000000002,197.69999999999999,3387.5,660.0
5,0,156.0,3475.3000000000002,0,0,3639.5,5.7999999999999998,0,2921.9000000000001,59.200000000000003,0,2004.2,354.0,0,993.22222222222217,1225.5999999999999,382.60000000000002,2586.1999999999998
6,0,0,2596.5,1.0,0,1714.3,48.700000000000003,0,879.89999999999998,469.80000000000001,0,364.0,1665.5999999999999,0,0,2845.9000000000001,0,3099.8000000000002
7,0,0,997.60000000000002,12.888888888888889,0,474.28571428571428,423.5,0,193.0,1707.0999999999999,0,0,2685.9000000000001,0,0,2635.1999999999998,0,1846.2
8,0,0,380.625,151.30000000000001,0,198.0,1461.3,0,0,2495.4000000000001,0,0,2278.3000000000002,0,0,1443.5999999999999,0,657.20000000000005
9,0,0,193.0,863.29999999999995,0,0,2399.0,0,0,2149.3000000000002,0,0,1213.2,0,0,434.80000000000001,0,305.33333333333331
10,0,0,0,2004.0,0,0,2017.3,0,0,1079.8,0,0,479.5,0,0,352.10000000000002,0,246.0
11,0,0,0,2242.4000000000001,0,0,1291.3,0,0,575.79999999999995,0,0,209.09999999999999,0,0,254.83333333333334,0,0
12,2105.0,0,0,1480.4000000000001,0,0,636.5,0,0,257.80000000000001,0,0,250.09999999999999,0,0,213.5,0,0
13,2190.0,0,0,972.5,0,0,365.89999999999998,0,0,133.80000000000001,0,0,291.19999999999999,0,0,0,0,0
14,1394.0,0,0,627.89999999999998,0,0,130.90000000000001,0,0,219.33333333333334,0,0,295.0,0,0,0,0,0
15,1146.0,0,0,286.39999999999998,0,0,98.599999999999994,0,0,268.83333333333331,0,0,0,0,0,0,0,0
16,676.0,0,0,127.59999999999999,0,0,216.0,0,0,145.0,0,0,0,0,0,0,0,0
17,523.0,0,0,43.200000000000003,0,0,377.83333333333331,0,0,290.0,0,0,0,0,0,0,0,0
18,153.0,0,0,163.19999999999999,0,0,302.0,0,0,0,0,0,0,0,0,0,0,0
19,540.0,0,0,137.22222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.0,0,0,178.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.0,0,0,317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,253.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
