core_number,change_0,change_2,change_4,change_6,change_8,change_10,change_12,change_14,change_16,change_18,change_20,change_22,change_24,change_26,change_28,change_30,change_32,change_34,change_36,change_38,change_40,change_42,change_44,change_46,change_48,change_50,change_52,change_54,change_56,change_58,change_60,change_62,change_64,change_66,change_68,change_70,change_72,change_74,change_76,change_78,change_80,change_82,change_84,change_86,change_88
1,1766.0,1729.0,1693.8,1659.4000000000001,1625.0,1594.4000000000001,1563.7,1537.4000000000001,1511.5,1486.0,1460.2,1435.3,1409.7,1386.3,1364.3,1344.0999999999999,1323.5999999999999,1306.7,1287.3,1267.5,1247.0,1229.0999999999999,1211.0999999999999,1196.2,1178.5999999999999,1163.9000000000001,1148.7,1133.4000000000001,1118.9000000000001,1104.4000000000001,1090.3,1075.5999999999999,1061.4000000000001,1048.9000000000001,1035.7,1023.4,1010.0,998.60000000000002,986.5,974.10000000000002,964.39999999999998,952.60000000000002,941.79999999999995,931.29999999999995,921.39999999999998
2,894.0,896.29999999999995,897.10000000000002,896.39999999999998,897.60000000000002,896.29999999999995,897.60000000000002,891.89999999999998,886.0,881.29999999999995,877.79999999999995,871.70000000000005,870.89999999999998,867.70000000000005,862.60000000000002,856.70000000000005,849.10000000000002,839.60000000000002,834.0,829.20000000000005,826.5,819.5,815.29999999999995,806.70000000000005,802.10000000000002,794.20000000000005,786.60000000000002,778.29999999999995,772.0,768.20000000000005,763.5,759.20000000000005,756.0,750.89999999999998,746.10000000000002,740.5,734.60000000000002,730.5,725.5,721.10000000000002,713.70000000000005,709.89999999999998,705.10000000000002,700.0,695.29999999999995
3,590.0,592.5,594.39999999999998,593.0,591.79999999999995,591.29999999999995,587.70000000000005,587.70000000000005,588.70000000000005,590.0,587.60000000000002,592.29999999999995,589.79999999999995,588.89999999999998,586.60000000000002,586.29999999999995,588.89999999999998,588.10000000000002,587.0,587.79999999999995,586.79999999999995,587.5,585.79999999999995,584.29999999999995,580.70000000000005,580.10000000000002,580.39999999999998,582.5,580.79999999999995,577.29999999999995,573.0,569.10000000000002,565.89999999999998,564.29999999999995,563.10000000000002,559.89999999999998,558.60000000000002,553.79999999999995,550.60000000000002,548.5,545.79999999999995,544.20000000000005,544.39999999999998,542.0,539.89999999999998
4,510.0,494.39999999999998,479.30000000000001,473.80000000000001,471.10000000000002,463.69999999999999,460.19999999999999,455.60000000000002,453.89999999999998,451.89999999999998,453.19999999999999,448.19999999999999,447.60000000000002,443.80000000000001,444.0,443.30000000000001,443.80000000000001,444.69999999999999,446.69999999999999,443.89999999999998,441.30000000000001,440.0,439.80000000000001,438.89999999999998,442.0,443.69999999999999,441.69999999999999,437.60000000000002,440.39999999999998,441.19999999999999,441.69999999999999,441.10000000000002,438.89999999999998,437.5,438.0,438.19999999999999,439.80000000000001,439.80000000000001,440.60000000000002,439.0,442.10000000000002,439.80000000000001,436.69999999999999,434.30000000000001,430.5
5,2090.0,733.10000000000002,597.70000000000005,535.29999999999995,490.0,465.19999999999999,448.0,431.60000000000002,411.30000000000001,396.60000000000002,383.60000000000002,377.19999999999999,374.89999999999998,372.30000000000001,365.10000000000002,359.80000000000001,351.30000000000001,347.19999999999999,343.30000000000001,345.10000000000002,345.30000000000001,347.10000000000002,346.5,346.39999999999998,347.39999999999998,346.5,347.80000000000001,352.80000000000001,348.30000000000001,346.60000000000002,346.80000000000001,348.19999999999999,349.0,349.69999999999999,348.60000000000002,352.10000000000002,352.5,354.0,352.69999999999999,352.19999999999999,350.30000000000001,352.60000000000002,352.5,353.60000000000002,355.0
6,13.0,1417.0999999999999,1599.5999999999999,1703.2,1784.8,1848.4000000000001,1901.8,1953.0999999999999,875.5,610.70000000000005,530.79999999999995,482.39999999999998,439.19999999999999,407.89999999999998,390.39999999999998,372.60000000000002,361.60000000000002,350.39999999999998,338.80000000000001,324.80000000000001,313.5,308.19999999999999,304.10000000000002,302.69999999999999,298.60000000000002,295.0,294.19999999999999,291.39999999999998,289.30000000000001,287.60000000000002,286.30000000000001,285.19999999999999,286.80000000000001,283.80000000000001,279.80000000000001,277.39999999999998,277.69999999999999,275.30000000000001,277.19999999999999,280.60000000000002,281.89999999999998,283.10000000000002,283.5,285.39999999999998,287.19999999999999
7,40.0,39.100000000000001,38.399999999999999,37.0,36.600000000000001,35.700000000000003,34.899999999999999,34.600000000000001,1163.4000000000001,1471.7,1592.0999999999999,1675.8,1747.3,1810.4000000000001,1861.8,1576.5,672.29999999999995,544.39999999999998,468.19999999999999,424.10000000000002,394.19999999999999,364.0,344.69999999999999,323.30000000000001,311.39999999999998,301.5,293.69999999999999,287.39999999999998,283.10000000000002,280.0,276.80000000000001,274.60000000000002,266.69999999999999,265.5,263.5,258.10000000000002,253.30000000000001,252.90000000000001,253.0,250.80000000000001,245.80000000000001,239.5,240.69999999999999,237.59999999999999,237.09999999999999
8,26.0,26.399999999999999,26.899999999999999,27.699999999999999,27.899999999999999,28.399999999999999,27.800000000000001,28.300000000000001,28.600000000000001,29.100000000000001,29.300000000000001,30.5,32.600000000000001,33.5,34.600000000000001,368.39999999999998,1315.3,1483.8,1597.9000000000001,1678.9000000000001,1745.0,1802.2,1847.3,930.10000000000002,553.70000000000005,466.30000000000001,414.80000000000001,379.60000000000002,349.19999999999999,322.60000000000002,308.30000000000001,296.30000000000001,285.10000000000002,275.60000000000002,267.69999999999999,265.10000000000002,257.80000000000001,255.0,247.40000000000001,242.19999999999999,241.5,237.59999999999999,234.0,231.19999999999999,229.80000000000001
9,372.0,373.10000000000002,373.80000000000001,375.19999999999999,376.19999999999999,377.60000000000002,379.30000000000001,380.80000000000001,382.10000000000002,383.69999999999999,386.39999999999998,387.60000000000002,257.39999999999998,226.30000000000001,92.900000000000006,93.5,58.899999999999999,55.600000000000001,54.100000000000001,53.799999999999997,53.100000000000001,53.100000000000001,53.299999999999997,1016.5,1428.3,1548.0,1627.3,1689.4000000000001,1747.0,1798.2,1406.0999999999999,725.0,491.0,414.30000000000001,377.69999999999999,347.10000000000002,331.39999999999998,307.80000000000001,290.5,275.60000000000002,264.19999999999999,256.89999999999998,246.90000000000001,238.69999999999999,230.90000000000001
10,0,0,0,0,0,0,0,0,0,0,0,0,329.0,327.80000000000001,331.88888888888891,333.11111111111109,336.19999999999999,340.5,343.69999999999999,345.89999999999998,348.30000000000001,350.30000000000001,353.10000000000002,355.89999999999998,358.19999999999999,361.80000000000001,365.80000000000001,368.60000000000002,293.89999999999998,295.39999999999998,727.10000000000002,1444.9000000000001,1627.9000000000001,1735.3,1802.0999999999999,1829.8,1842.8,1856.0,1259.0,511.19999999999999,414.0,354.30000000000001,327.10000000000002,306.39999999999998,293.5
