core_number,change_0,change_2,change_4,change_6,change_8,change_10,change_12,change_14,change_16,change_18,change_20,change_22,change_24,change_26,change_28,change_30,change_32,change_34,change_36,change_38,change_40,change_42,change_44,change_46,change_48,change_50,change_52,change_54,change_56,change_58,change_60,change_62,change_64,change_66,change_68,change_70,change_72,change_74,change_76,change_78,change_80,change_82,change_84,change_86,change_88
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,982.39999999999998,1855.5999999999999
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,484.69999999999999,1028.5999999999999,1571.7,2112.0999999999999,2643.1999999999998,3128.0999999999999,3569.5,4304.1999999999998,3601.3000000000002,2770.4000000000001
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.19999999999999,719.29999999999995,1109.4000000000001,1483.0,1877.5,2285.6999999999998,2639.0,2969.0,2823.4000000000001,2564.5999999999999,2288.8000000000002,2189.3000000000002,1836.2,1483.2,1056.5,737.66666666666663,423.0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.55555555555554,461.60000000000002,793.39999999999998,1118.8,1463.8,1788.0999999999999,2058.4000000000001,2361.0,2342.8000000000002,2203.6999999999998,2050.3000000000002,1910.8,1739.0,1535.2,1349.4000000000001,1169.2,1051.0999999999999,911.60000000000002,753.70000000000005,533.83333333333337,366.5,147.0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,24.0,222.40000000000001,516.39999999999998,780.0,1063.7,1325.4000000000001,1614.5,1894.2,1999.9000000000001,1900.5999999999999,1787.0,1705.0999999999999,1581.5,1460.2,1370.0,1245.5999999999999,1156.4000000000001,1018.4,916.70000000000005,813.10000000000002,681.79999999999995,647.5,593.20000000000005,459.10000000000002,333.5,202.0,118.0,43.0,0,0,0,0,0,0
6,0,0,0,0,0,184.5,467.19999999999999,710.0,948.89999999999998,1209.9000000000001,1448.0999999999999,1668.0999999999999,1658.0999999999999,1580.7,1525.0,1434.8,1388.5,1295.5999999999999,1207.7,1139.0999999999999,1080.7,1036.9000000000001,936.10000000000002,843.39999999999998,757.29999999999995,704.20000000000005,617.10000000000002,537.39999999999998,445.30000000000001,371.80000000000001,343.80000000000001,309.30000000000001,193.375,104.0,80.666666666666671,0,0,0,0,0,0,0,0,0,0
7,246.0,585.70000000000005,861.20000000000005,1135.7,1389.3,1435.7,1354.8,1327.8,1294.0999999999999,1222.7,1165.9000000000001,1128.2,1067.0,1007.4,959.10000000000002,933.0,841.89999999999998,780.89999999999998,714.5,665.79999999999995,608.10000000000002,536.0,490.30000000000001,424.89999999999998,381.39999999999998,307.5,278.89999999999998,242.30000000000001,218.80000000000001,166.19999999999999,103.42857142857143,51.666666666666664,29.0,28.0,0,0,0,0,0,0,0,0,0,0,0
8,1196.0,1211.7,1206.2,1156.4000000000001,1084.9000000000001,1022.5,996.10000000000002,910.20000000000005,857.5,803.20000000000005,759.89999999999998,699.29999999999995,690.10000000000002,645.89999999999998,584.79999999999995,548.10000000000002,526.70000000000005,472.0,415.5,362.0,322.69999999999999,267.0,224.69999999999999,213.19999999999999,175.5,151.5,121.88888888888889,70.0,41.0,29.0,29.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,961.0,888.5,790.39999999999998,732.39999999999998,699.5,678.89999999999998,634.5,618.79999999999995,579.89999999999998,548.5,526.29999999999995,503.80000000000001,463.80000000000001,420.80000000000001,376.30000000000001,313.39999999999998,268.89999999999998,225.19999999999999,198.40000000000001,192.59999999999999,151.90000000000001,135.69999999999999,111.7,83.444444444444443,57.777777777777779,37.142857142857146,34.25,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,667.0,569.89999999999998,572.89999999999998,522.89999999999998,494.69999999999999,469.19999999999999,448.39999999999998,427.30000000000001,391.30000000000001,362.80000000000001,313.80000000000001,275.80000000000001,234.09999999999999,196.0,192.19999999999999,171.80000000000001,142.69999999999999,139.09999999999999,123.7,92.0,69.900000000000006,56.0,28.25,30.428571428571427,28.75,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
