U40764	U15269
U65625	U42472
U53091	U37396
U53528	U21863
U46273	U08502
U24151	U45040
U00854	U51101
U16120	U65713
U30923	U13109
U03435	U41706
U38552	U00235
U97135	U04559
U42195	U50092
U22128	U13406
U46596	U11202
U67308	U05009
U60751	U82510
U11450	U23684
U41208	U70252
U33303	U77593
U57703	U00817
U62840	U03275
U00585	U31304
U20175	U53828
U50448	U17167
U01908	U28401
U01801	U18841
U17673	U29374
U33206	U00204
U21062	U27751
U35397	U05002
U84378	U01210
U35825	U14249
U86138	U30694
U24318	U11766
U03794	U42842
U51982	U13513
U72984	U02929
U51187	U94533
U28217	U05458
U93694	U05065
U10889	U22628
U18353	U76652
U14833	U00735
U09154	U31536
U48930	U11329
U04260	U04044
U27390	U65274
U26956	U16509
U58423	U05527
U17811	U63114
U25069	U49916
U00339	U34856
U06321	U12892
U34824	U22063
U06768	U11211
U37059	U11404
U01297	U82706
U68385	U44941
U22580	U10996
U68577	U62378
U39055	U79741
U48652	U79274
U56363	U25487
U61380	U43572
U74246	U08140
U57833	U05613
U31850	U19963
U07534	U34196
U89162	U07601
U07372	U52546
U40112	U00784
U05339	U08957
U01825	U71150
U13621	U08163
U04041	U52659
U20496	U02116
U32373	U64196
U52099	U19196
U36787	U26711
U53764	U19470
U01201	U45163
U54057	U06626
U02882	U70621
U08716	U06246
U04430	U12825
U43704	U54740
U84584	U30597
U05232	U20920
U21819	U23545
U26917	U20429
U32747	U04323
U01524	U03188
U03838	U17274
U40166	U00884
U03018	U66873
U81731	U47662
U04602	U11500
U02876	U93795
U07642	U75768
U62708	U21548
U39084	U07473
U81063	U42828
U13874	U17189
U07991	U84126
U37527	U03081
U35263	U22515
U28801	U25705
U95465	U67171
U06737	U43509
U09974	U19574
U76692	U41377
U02488	U18252
U05090	U63012
U15932	U05796
U42551	U62160
U01996	U71259
U20264	U02788
U09974	U86074
U05112	U19926
U03098	U72931
U79332	U04277
U58099	U89711
U15825	U27245
U10577	U18153
U27709	U16345
U22682	U23221
U90622	U20135
U90464	U00565
U76823	U15306
U29557	U41141
U47157	U63751
U21804	U11963
U35995	U21432
U52524	U13803
U62397	U00761
U78704	U49900
U05315	U02339
U27728	U35275
U06074	U08271
U96796	U99007
U67726	U00599
U01226	U69657
U75035	U43335
U20564	U35101
U56781	U04887
U56173	U34273
U26746	U30642
U42500
U30901	U00466
U90687	U01667
U06443	U15716
U06715	U41196
U07642	U72755
U32563	U13406
U39225	U05247
U15738	U02534
U00947	U54714
U45679	U36717
U03026	U53830
U14248	U10479
U35509	U13317
U35877	U02857
U01177	U43032
U06854	U00011
U00404	U30724
U28361	U13012
U89686	U20264
U13998	U07184
U44258	U05587
U16645	U04114
U04179	U61877
U60797	U03373
U91447	U16934
U68537
U04946	U72829
U84009	U61253
U19091	U52413
U23614	U01126
U04052	U50605
U22194	U08141
U25260	U31972
U40390	U48952
U77983	U06180
U11120
U55483	U10249
U02076	U82682
U37367	U47801
U29691	U61034
U12523	U70920
U05461	U76792
U15641	U05619
U05910	U06267
U08356	U09015
U94579	U23391
U06796	U22499
U49186	U75412
U17706	U11610
U10657	U23408
U60207	U61624
U11734	U07084
U32580	U05302
U36933	U17107
U08663	U27496
U10277	U19926
U02873	U49390
U22749	U33635
U13810	U05967
U02247	U69508
U56004	U56752
U21250	U51131
U26643	U09737
U37946	U22905
U30628	U05279
U56107	U05102
U04026	U35326
U73268	U15276
U31008	U03407
U63397	U23488
U43046	U86621
U22413	U01445
U37620	U19110
U02667	U44307
U34796	U76454
U46732	U26583
U44008	U08392
U23038	U33356
U04636	U54461
U37408	U14807
U02822	U16233
U13122	U40818
U01693	U11066
U25180	U39314
U28015	U12370
U36485	U42883
U37448	U40882
U28764	U10704
U02131	U33868
U42500	U66038
U04419	U06182
U29150	U00119
U49279	U41442
U07535	U52912
U00182	U03285
U04386	U07396
U15461	U53647
U45309	U38225
U82491	U01676
U25144	U02346
U48249	U64715
U57739	U06835
U00162	U08410
U20111	U55112
U49312	U01424
U72034
U25728	U02057
U79470	U73556
U15211	U00858
U25440	U11704
U43667	U71635
U06041	U05297
U49184	U28563
U26746	U21395
U30166	U01986
U15575	U53700
U33748	U01296
U01058	U63108
U28964	U04890
U09174	U12888
U97770	U03381
U06047	U00792
U08117	U02462
U05503	U11218
U24086	U02061
U08476	U64150
U13014	U40381
U07981	U23636
U09738	U04729
U28969	U15941
U15885	U03815
U09864	U14122
U02203	U07011
U01215	U04461
U04659	U53562
U06906	U65590
U00364	U08434
U04869	U00676
U50169	U91997
U09961	U30498
U02830	U34135
U17178	U23636
U03587	U38934
U28495	U04577
U69118	U49687
U07049	U65244
U09873	U10997
U18199	U34300
U58634	U36630
U47992	U32339
U10342	U27441
U00471	U63328
U01869	U39692
U01561	U25355
U32271	U01570
U61929	U54090
U07628	U79494
U20267	U01243
U57240	U28332
U16584	U21188
U48633	U17731
U29767	U08450
U57804	U27997
U60173	U13701
U02955	U04641
U19700	U54723
U05851	U38508
U84722	U02206
U07353	U85463
U12134	U40069
U53543	U27215
U30945	U50493
U02910	U17570
U07046	U02165
U39920	U06089
U19012	U06228
U16644	U23670
U06304	U14533
U06161
U01972	U57324
U17103	U16210
U16112	U85980
U01671	U69842
U05729	U67027
U72575	U07807
U12946	U27296
U53327	U88379
U71196	U13767
U01262	U39351
U11073	U06802
U08078	U28145
U02796	U39341
U83745	U06529
U81679	U14719
U87909	U05300
U12755	U12320
U78788	U06909
U13303	U89036
U00131	U77306
U01308	U04165
U22881	U86945
U06545	U65937
U38332	U02772
U36111	U31394
U66009	U04684
U43736	U80118
U08528	U81653
U00612	U69795
U34714	U24492
U04894	U81498
U36345	U10132
U14387	U29816
U53392	U14052
U04684	U11440
U67908	U09790
U07369	U45066
U75194	U10612
U37107	U37715
U39028	U65080
U29664	U06791
U11270	U37945
U43484	U58221
U98840	U14154
U03028	U32575
U07154	U23771
U11599	U01105
U47030	U36184
U05969	U78487
U21885	U45993
U13164	U30168
U41816	U25137
U07078	U10622
U07418	U76538
U01074	U22500
U02627	U13997
U69320	U30679
U29472	U14227
U05792	U07692
U04724	U33582
U03067	U15195
U27763	U20399
U23479	U12032
U43848	U40672
U34983
U05042	U02448
U67740	U30694
U01938	U39253
U02704	U45481
U07669	U23163
U04608	U13829
U24217	U62312
U10812	U06066
U40601	U42033
U03433	U22582
U08144	U08550
U82887	U60457
U45266	U03147
U73385	U00783
U01730	U76983
U90174	U14850
U97484	U04930
U62008	U00110
U74392	U59602
U12037	U15413
U52551	U20439
U61474	U07747
U23665	U92633
U05277	U60844
U09093	U06233
U08214	U66102
U04060	U73501
U25571	U43720
U22072	U55282
U40269	U02448
U64070	U01879
U12640	U86125
U17382	U63235
U93436	U01203
U00199	U30702
U99802	U16212
U01554	U84327
U19639	U00788
U56648	U36267
U10332	U25878
U25489	U45509
U38560	U97112
U06763	U43313
U21086	U13758
U10824	U27889
U17902	U24380
U72053	U64579
U52319	U01298
U66339	U38311
U70948	U29966
U42241	U22484
U27482	U08652
U17000	U02265
U56679	U25625
U64684	U35740
U07852	U98320
U04041	U20949
U06737	U32283
U79566	U04189
U10727	U01316
U00377	U62495
U64096	U36317
U02728	U06445
U09388	U24953
U27810	U74474
U06857	U74756
U10966	U11886
U75229	U02581
U08117	U06235
U23293	U08790
U78781	U57692
U29444	U06593
U17661	U10369
U22346	U21864
U34073	U06568
U11940	U00349
U92146	U20390
U49213	U13914
U79237	U06347
U73328	U01960
U12910	U09726
U01120	U51220
U58287	U00370
U46799	U79339
U02627	U16595
U43668	U84389
U75117	U15637
U01024	U51687
U03820	U41387
U69388	U56893
U21351	U20439
U59394	U17340
U23328	U00042
U14943	U02818
U18367	U70929
U01563	U12952
U50428	U05214
U47917	U29102
U60824	U03550
U28808	U08782
U38190	U38634
U63113	U41473
U03205	U37448
U70756	U02776
U04697	U08939
U89705	U32527
U39101	U06775
U56192	U07280
U44299	U63484
U83085	U02427
U05409	U15871
U37034	U33112
U26827	U30411
U06832	U42990
U13568	U01712
U14042
U00584	U14867
U69992	U16884
U31250	U10952
U30293	U42368
U06390	U84194
U27421	U00875
U14057	U15482
U80564	U00185
U05661	U06638
U06588	U76507
U12781	U12692
U09805	U67179
U10910	U09544
U44196	U02677
U24576	U91416
U04509	U51525
U98079	U04020
U25449	U04279
U98002	U27153
U41634	U05062
U55107	U15516
U35703	U11140
U22194	U00918
U13577	U35330
U03875	U27400
U62493	U19622
U64635	U38805
U08671	U07683
U78626	U30139
U28852	U22563
U07848	U12245
U27482	U15634
U05633	U74764
U85520	U34184
U19200	U02207
U20491	U05098
U73951	U00462
U04636	U37974
U86565	U18943
U17861	U17402
U02120	U00030
U56882	U15187
U24014	U44559
U57378	U29308
U20173	U70704
U02717	U03225
U01882	U09240
U08793	U37552
U65741	U03859
