U17963	U33966
U20358	U04352
U19398	U29847
U05208	U83955
U02515	U32805
U24151	U45040
U43350	U38206
U68577	U62378
U02004	U36177
U05596	U62055
U17888	U45191
U57697	U06980
U06624	U00921
U50448	U17167
U07157	U04420
U09447	U00155
U77384	U50078
U16111	U29726
U54410	U38287
U13738	U82598
U82335	U06763
U42171	U01014
U05336	U07460
U93694	U05065
U04141	U80919
U02730	U29537
U21626	U04883
U14952	U57958
U25526	U06808
U66845
U00339	U34856
U49701	U04253
U19420	U11799
U23708	U01765
U68385	U44941
U30923	U13109
U08144	U08550
U62493	U03419
U38633	U39680
U74246	U08140
U65508	U07426
U25799	U19752
U08870	U20419
U02434	U76255
U30058	U23134
U58707	U65684
U52099	U19196
U00416
U84775	U34647
U60063	U13263
U57832	U14371
U00030	U02120
U01308	U65108
U01524	U03188
U00325	U20081
U40166	U00884
U00029	U62927
U97996	U02871
U02876	U93795
U04247	U74582
U01363	U49440
U34477	U67586
U02394	U01124
U07991	U84126
U03876	U94791
U95465	U67171
U15932	U05796
U15541	U28671
U39693	U22104
U03098	U72931
U36504	U60658
U05937	U00774
U35430	U38493
U31469	U46073
U91635	U62824
U90464	U00565
U76823	U15306
U91824
U47157	U63751
U35995	U21432
U02566	U28967
U05315	U02339
U06074	U08271
U19420	U03443
U07542	U99845
U64303	U04525
U15288	U57256
U69492	U00500
U42500
U02177	U18745
U32563	U13406
U15738	U02534
U00648	U47538
U25351	U20750
U24011	U10019
U03026	U53830
U07418	U02450
U64579	U18688
U40489	U12871
U14781	U52445
U21777	U62018
U04179	U61877
U60797	U03373
U08982	U19300
U00748	U05333
U00201	U89634
U59271	U70940
U86804	U41731
U22194	U08141
U25260	U31972
U07255	U82135
U02076	U82682
U81336	U58770
U29691	U61034
U17951	U05839
U89490	U10797
U02927	U94687
U05524	U49981
U65126	U24882
U76646	U06468
U02649	U53634
U49529	U46578
U52099	U06567
U10277	U19926
U55275	U07648
U48336	U01815
U34341	U03522
U00417	U22576
U23726	U13377
U72239	U10373
U02308	U94054
U23795	U23681
U31193	U11652
U19907	U25302
U05622	U16256
U02667	U44307
U00458	U42984
U26006	U17713
U05569	U00270
U05433	U29366
U25180	U39314
U02735	U29121
U73494	U84680
U19878	U31262
U06303	U67737
U55961	U10994
U63612	U01242
U04166	U20630
U69488	U00444
U42500	U66038
U90298	U25697
U53150	U03111
U01177	U57004
U00182	U03285
U20425	U32904
U25144	U02346
U21554	U30548
