U78914	U68407
U69720	U00344
U31198	U11367
U13923	U05090
U57751	U64546
U56784	U43720
U09195	U10405
U49471	U17662
U25912	U07976
U65663	U03038
U52459	U02079
U28401	U17819
U29899	U08045
U32511	U47379
U90564	U42445
U07514	U51916
U01783	U45275
U08736	U28774
U60099	U04347
U01482	U15096
U02031	U23813
U06871	U23436
U00948	U36171
U29291	U73823
U00884	U00726
U22900	U11857
U02198	U08878
U02829	U27731
U01843	U82473
U08628	U58782
U30106	U07886
U21514	U08321
U11472	U61505
U79842	U70542
U14015	U02371
U07382	U40916
U57843	U39142
U13599	U70198
U37859	U66786
U00415	U95848
U00146	U17849
U29684	U35550
U87198	U02479
U75749	U00470
U03902	U11415
U88918	U06899
U01036	U06015
U16790	U21338
U04623	U92147
U04720	U09166
U11415	U03902
U27295	U15633
U61049	U27014
U25580	U94504
U76733	U40242
U26241	U16121
U22571	U08561
U22718	U17710
U90114	U01843
U38974	U53542
U00324	U35591
U00604	U15108
U36146	U10307
U02071	U01999
U08186	U26549
U78291	U25277
U03893	U34867
U34194	U37891
U54638	U70214
U34789	U52650
U20352	U12069
U38161	U07668
U78914	U44502
U31044	U60228
U04125	U55400
U37968	U45129
U23334	U51093
U19437	U21221
U17363	U05165
U21523	U36031
U13507	U05062
U10651	U09240
U34186	U11803
U54031	U03664
U04331	U22385
U25277	U78291
U25838	U02484
U20715	U55967
U10259	U00663
U74201	U93588
U97918	U04381
U31250	U00196
U01487	U03614
U27513	U11139
U42730	U04621
U05309	U94937
U35361	U63337
U44193	U24615
U06072	U62197
U32356	U66759
U22500	U13625
U02880	U01517
U08392	U33607
U08542	U05913
U56101	U38571
U07466	U92882
U07511	U51445
U10848	U10302
U04238	U28049
U44171	U10227
U48381	U33116
U51899	U16418
U43269	U06356
U62040	U51690
U48140	U39033
U05290	U00299
U09899	U03571
U40577	U00606
U02885	U36631
U07169	U58291
U39662	U12327
U11109	U13745
U10413	U00778
U88953	U30385
U03260	U74108
U19422	U18892
U05255	U58268
U44385	U04226
U70219	U09747
U01221	U34107
U04065	U26466
U18631	U17274
U25839	U38426
U17109	U44931
U45880	U89858
U51968	U02548
U38864	U12245
U17112	U16380
U05350	U11337
U01498	U85344
U04656	U42792
U60634	U32227
U75582	U01371
U15314	U00364
U37094	U84165
U42152	U09500
U22534	U06953
U16070	U90612
U03423	U21848
U57913	U57913
U46488	U06392
U30760	U06049
U28828	U02496
U96372	U01164
U13959	U12805
U40221	U67810
U07543	U07435
U33167	U07111
U94074	U08195
U21674	U05610
U16342	U68074
U76436	U06998
U61439	U01570
U15999	U04565
U05545	U14818
U02226	U83520
U05098	U29998
U29370	U23785
U15658	U39239
U39105	U36637
U57182	U84834
U10135	U08679
U58394	U76295
U95157	U43520
U47950	U15568
U88657	U20626
U59043	U19349
U29174	U06638
U36939	U05540
U75885	U04022
U46333	U14052
U10945	U39665
U03833	U47641
U19080	U58017
U61112	U07024
U38964	U40405
U03096	U58055
U14840	U28094
U02920	U23308
U02023	U45460
U09850	U32288
U13173	U15694
U20609	U00713
U98563	U08342
U99506	U48570
U17049	U06035
U06838	U14275
U06474	U80118
U53177	U01735
U13859	U17577
U46234	U68895
U32733	U02819
U10349	U02487
U02751	U01296
U25625	U00491
U69075	U36407
U26805	U26426
U22722	U10115
U30792	U48923
U41344	U45002
U49561	U05859
U23185	U07146
U03361	U12550
U31339	U39760
U92908	U02869
U00403	U61691
U93596	U36222
U05192	U70675
U08942	U39143
U19571	U40887
U12845	U01250
U20627	U28017
U58410	U93795
U24443	U00866
U23167	U21097
U28412	U01465
U43431	U74308
U20048	U33174
U02479	U33818
U12074	U02395
U77759	U00078
U04551	U86993
U23524	U00985
U32861	U18950
U13955	U48380
U26635	U03115
U00210	U42633
U05733	U03298
U76920	U41676
U18662	U07550
U11819	U16776
U29573	U08761
U05539	U74644
U52634	U04974
U89129	U83818
U38773	U06864
U22888	U22888
U11400	U13577
U61098	U03557
U33079	U50774
U60997	U78760
U51595	U08706
U23019	U06213
U25074	U53554
U82740	U23150
U51814	U22042
U18784	U49276
U48042	U01411
U35481	U12144
U04042	U17242
U45156	U41513
U05111	U33461
U15432	U18493
U79559	U16651
U07815	U68097
U29523	U15492
U04390	U81824
U40716	U12898
U49020	U33819
U02145	U00559
U36716	U18111
U05751	U16607
U20218	U08447
U04139	U01592
U51285	U08167
U34450	U10611
U44813	U16299
U07388	U28451
U02974	U47530
U09558	U33135
U03838	U19498
U64253	U52048
U03419	U14962
U36773	U71036
U00295	U28969
U03148	U10286
U04581	U46602
U51722	U70057
U41932	U01770
U02832	U11971
U01198	U90618
U63719	U30374
U28910	U40796
U41028	U37635
U07756	U61473
U02467	U00240
U56349	U30987
U72493	U04692
U78207	U04050
U07107	U13414
U07023	U67600
U30728	U26517
U62381	U34375
U31810	U18076
U39343	U13360
U26958	U00251
U33404	U07433
U11379	U19658
U01907	U45584
U44016	U21027
U09410	U19695
U01512	U32593
U19641	U03813
U83483	U02912
U25705	U01728
U73008	U07836
U01243	U02562
U06331	U65890
U06058	U09847
U98608	U56432
U22608	U49206
U27228	U07727
U11445	U61970
U01654	U78099
U15587	U74403
U57642	U18425
U25173	U24638
U24270	U03228
U10287	U11728
U20509	U02763
U76816	U14007
U06007	U48818
U53801	U23654
