U06675	U13406
U33817	U00309
U11318	U30168
U03985	U55921
U19398	U29847
U01787	U43300
U53091	U37396
U53528	U21863
U02515	U32805
U47046	U02026
U04476	U46063
U68577	U62378
U45883	U48941
U61272	U05088
U97135	U04559
U08318	U05302
U21626	U03490
U26025	U15606
U46596	U11202
U64063	U29069
U67308	U05009
U11450	U23684
U00625	U88815
U57697	U06980
U71175	U00806
U20175	U53828
U40357	U12174
U50448	U17167
U05955	U62295
U01908	U28401
U01801	U18841
U35825	U14249
U49564	U38401
U09464	U44518
U03875	U41673
U02929	U72984
U55305	U23689
U38787	U03457
U06524	U11990
U22888	U69234
U05458	U28217
U93694	U05065
U16201	U97792
U31078	U16137
U13899	U14227
U04141	U80919
U03587	U38934
U72383	U22327
U61210	U55343
U01144	U81198
U68666	U89853
U60173	U13701
U20229	U17838
U17811	U63114
U93463	U46275
U93580	U81216
U01640	U56413
U00339	U34856
U55226	U42251
U86393	U01712
U99533	U17408
U24723	U03423
U22063	U34824
U35683	U73262
U11599	U01105
U10562	U38556
U22044	U15144
U14445	U63311
U22580	U10996
U30923	U13109
U15889	U25066
U08144	U08550
U59881
U62493	U03419
U26149	U11206
U03722	U53353
U57833	U05613
U29437	U12974
U24453	U00647
U48838	U00245
U06759	U68363
U03215	U14660
U13621	U08163
U80690	U02093
U16947	U59324
U25878	U00957
U52099	U19196
U26711	U36787
U18391	U57995
U49652	U01596
U54057	U06626
U43704	U54740
U05232	U20920
U21819	U23545
U08743	U09460
U88566	U01372
U32747	U04323
U29337	U48491
U01524	U03188
U42195	U50092
U00281	U54723
U99409	U01499
U03445	U02900
U40166	U00884
U79708	U06984
U03018	U66873
U02350	U09960
U51200	U23689
U34477	U67586
U39084	U07473
U69641	U07124
U01129	U04181
U94744	U37316
U02222	U22043
U03250	U19485
U00495	U52767
U07991	U84126
U03876	U94791
U35263	U22515
U28801	U25705
U06737	U43509
U00090	U52682
U12854	U99246
U07418	U50993
U15932	U05796
U15541	U28671
U01996	U71259
U12187	U29545
U60043	U43157
U03098	U72931
U33564	U14326
U35624	U06846
U45903	U11413
U15825	U27245
U10577	U18153
U26286	U35678
U22682	U23221
U24921	U00872
U90622	U20135
U90464	U00565
U51808	U39106
U33380	U37356
U42984	U66217
U05598	U73913
U52524	U13803
U98055	U50323
U62397	U00761
U00926	U84407
U05315	U02339
U82044	U44550
U17593	U00331
U81828	U98436
U33883	U36537
U01226	U69657
U75035	U43335
U05645	U85638
U20564	U35101
U71544	U32216
U00754	U09896
U15288	U57256
U69492	U00500
U70965	U37175
U14500	U02729
U27102	U31581
U44041	U12825
U93456	U50495
U06715	U41196
U38110	U61450
U25848	U89865
U37929	U03766
U00947	U54714
U65876	U51134
U39294	U44031
U82775	U26824
U03026	U53830
U62283	U07669
U14248	U10479
U07418	U02450
U21248	U04098
U09750	U65212
U01190	U03532
U85637	U02931
U00473	U16539
U11209	U16218
U48652	U37155
U28361	U13012
U13998	U07184
U37282	U30816
U35243	U00383
U38776	U41693
U03166	U64768
U35528	U08235
U04179	U61877
U40033	U36968
U60797	U03373
U36507	U35180
U10761	U35381
U04946	U72829
U11388	U82953
U19091	U52413
U23614	U01126
U04052	U50605
U17375	U16718
U22194	U08141
U00867	U32010
U19486	U36427
U77983	U06180
U74642	U94493
U05909	U09457
U58627	U50803
U61709	U00977
U17626	U42586
U11645	U26582
