U03196	U89892
U06675	U13406
U27755	U04183
U17963	U33966
U12748	U00986
U19398	U29847
U53528	U21863
U03392	U30669
U92343	U58800
U47046	U02026
U16120	U65713
U20128	U86798
U05369	U44016
U65807	U53697
U97135	U04559
U02004	U36177
U57807	U02375
U04412	U09870
U46596	U11202
U02816	U92506
U81792	U06791
U12992	U01715
U26566	U40281
U12835	U37093
U61945	U51993
U90524	U02611
U35479	U07697
U20175	U53828
U15607	U64338
U50729	U37656
U69044	U44174
U69920	U04888
U74411	U47429
U63265	U70719
U06452	U12076
U51787	U44342
U84378	U01210
U75250	U04916
U34481	U20069
U14426	U22116
U02131	U33868
U02929	U72984
U38809	U02276
U48286	U20393
U22888	U69234
U12183	U09204
U96100	U00734
U93694	U05065
U58234	U05386
U63126	U71916
U50373	U07284
U02515	U32805
U00430	U58064
U57739	U50643
U03587	U38934
U50032	U25305
U02730	U29537
U04260	U04044
U57993	U66545
U26956	U16509
U63545	U11291
U17811	U63114
U02966	U35961
U01640	U56413
U00339	U34856
U45858	U35312
U50096	U32873
U13562	U21466
U01860	U11431
U19420	U11799
U08373	U34011
U37059	U11404
U23708	U01765
U87835	U30776
U22580	U10996
U30923	U13109
U04324	U21816
U55657	U76063
U24116	U11944
U62493	U03419
U28108	U08898
U57833	U05613
U29437	U12974
U36003	U38095
U29064	U53297
U82586	U38151
U65508	U07426
U13621	U08163
U50726
U33738	U92605
U20496	U02116
U32373	U64196
U12443	U21380
U26711	U36787
U59529	U38320
U42073	U62238
U54057	U06626
U19025	U06938
U42012	U95624
U00030	U02120
U05232	U20920
U12851	U60028
U05652	U30679
U52020	U07960
U46293	U56168
U29940	U25339
U36288	U78091
U01524	U03188
U09312	U32125
U35995	U92750
U99409	U01499
U78148	U17434
U03294	U40765
U01345	U13979
U03018	U66873
U81731	U47662
U27874
U01929	U98617
U04809	U03315
U34477	U67586
U06250	U08841
U39084	U07473
U04223	U88965
U27502	U27504
U04807	U10121
U18197	U00488
U13874	U17189
U07991	U84126
U10231	U08877
U03876	U94791
U35263	U22515
U25705	U28801
U06737	U43509
U67139	U04834
U39544	U67482
U09974	U19574
U29541	U40484
U24245	U67616
U06215	U37182
U23812	U24624
U15932	U05796
U01996	U71259
U56556	U25688
U03615	U13073
U43324	U23071
U19562	U91687
U78579	U06668
U03098	U72931
U33564	U14326
U35624	U06846
U58099	U89711
U97836	U83772
U10067	U02056
U06554	U35698
U48690	U80176
U40022	U58180
U72607	U60265
U05682	U17290
U16366	U12898
U01515	U37479
U08139	U92620
U03718	U39269
U07584	U84927
U21804	U11963
U01011	U16014
U52524	U13803
U27172	U50197
U22891	U31545
U38657	U02057
U27728	U35275
U06074	U08271
U19420	U03443
U28205	U73668
U83545	U08813
U75035	U43335
U04711	U78301
U22674	U38948
U23699	U04046
U00610	U21786
U11547	U00342
U42500
U98729	U26539
U36090
U20873	U56881
U20843	U11046
U00274	U03845
U25848	U89865
U10301	U13661
U05474	U47945
U11646	U01339
U20723	U09212
U14248	U10479
U01012	U78684
U25339	U04657
U11746	U03135
U40489	U12871
U74024
U28361	U13012
U27905	U78878
U13998	U07184
U15640	U48021
U30271	U00455
U22430	U05258
U03166	U64768
U90166	U40532
U69841	U05591
U60797	U03373
U91447	U16934
U10761	U35381
U04946	U72829
U19091	U52413
U27182	U12479
U44215	U00633
U22194	U08141
U00382	U54578
U36427	U19486
U00214	U47915
U01050	U38711
U00977	U61709
U11389	U19441
U71909	U86912
U02076	U82682
U29691	U61034
U93027	U14846
U12523	U70920
U07046	U56047
U12926	U30106
U30394	U07029
U60894	U82647
U04553	U97253
U08356	U09015
U00995	U42029
U22891	U16315
U65406	U25739
U02927	U94687
U64165	U11913
U10657	U23408
U24893	U77917
U24545	U14910
U05524	U49981
U08539	U32071
U50295	U06378
U26306	U07544
U17916	U89449
U02873	U49390
U05967	U13810
U22355	U37048
U20974	U03878
U18161
U48336	U01815
U15981	U75646
U11053	U22396
U34341	U03522
U28039	U51951
U22081	U50143
U55027	U05888
U26346	U73235
U94053	U05629
U72045	U31861
U46119	U11363
U55574	U01030
U37803	U23020
U46732	U26583
U39481	U32203
U00848	U18447
U01063	U09791
U25688	U00499
U23038	U33356
U04636	U54461
U02822	U16233
U57632	U28422
U25180	U39314
U06525	U42933
U47845
U13045	U27074
U25523	U56838
U43878	U34651
U12178	U27417
U36485	U42883
U52477	U26477
U04310	U72759
U91158	U03510
U03081	U34373
U63612	U01242
U42500	U66038
