U17963	U33966
U19398	U29847
U05208	U83955
U24151	U45040
U11941	U03991
U00854	U51101
U06410	U06211
U05596	U62055
U05841	U39831
U57697	U06980
U36090
U20175	U53828
U69044	U44174
U04849	U35514
U77384	U50078
U30640	U71591
U54562	U09383
U17116	U52191
U74268	U90983
U05386	U67419
U82335	U06763
U51334	U07389
U72984	U02929
U53528	U21863
U10889	U22628
U17005	U03082
U91936	U01332
U03587	U38934
U30176	U97537
U01454	U35634
U17811	U63114
U18505	U04813
U01640	U56413
U50096	U32873
U19420	U11799
U71352	U91344
U23708	U01765
U14400	U22310
U22580	U10996
U00116	U20140
U20370	U14551
U62493	U03419
U38633	U39680
U40448	U56471
U45451	U00500
U00276	U39534
U10109	U01941
U05339	U08957
U33523	U03315
U50726
U32373	U64196
U52099	U19196
U36787	U26711
U02435	U69313
U14431	U00059
U60063	U13263
U35199	U19584
U05633	U74764
U03386	U14515
U00030	U02120
U24920	U75246
U06430	U40889
U08171	U14934
U10273	U20259
U97342	U06896
U01524	U03188
U42195	U50092
U99409	U01499
U00325	U20081
U64640	U35734
U49317	U79032
U02876	U93795
U41708	U42003
U15316	U03599
U07999	U29078
U02222	U22043
U02498	U54829
U07991	U84126
U03876	U94791
U12485	U25663
U70545	U04625
U34161	U10952
U06215	U37182
U15932	U05796
U01996	U71259
U06806	U49796
U05386	U11020
U35249	U21736
U70290	U14935
U35430	U38493
U05682	U17290
U16366	U12898
U00276	U76547
U71926	U06418
U74585	U02656
U43441	U27406
U26922	U01953
U26790	U58142
U38657	U02057
U40454	U72626
U06074	U08271
U19420	U03443
U07542	U99845
U23699	U04046
U01996	U57854
U05757	U46530
U02177	U18745
U32325	U08181
U88233	U13833
U05474	U47945
U48456	U09548
U45679	U36717
U07418	U02450
U83159	U16463
U00473	U16539
U39797	U08631
U62290	U44933
U89686	U20264
U30271	U00455
U03166	U64768
U04179	U61877
U48790	U56347
U60797	U03373
U91447	U16934
U00201	U89634
U23614	U01126
U04052	U50605
U50651	U41731
U22194	U08141
U04956	U12973
U78143	U05737
U01050	U38711
U25733	U76121
U00752	U12764
U02076	U82682
U10886	U08316
U54302	U30946
U46076	U77399
U11469	U55290
U38608	U36324
U02394	U94898
U65126	U24882
U50295	U06378
U10277	U19926
U17872	U45417
U00714	U94859
U14916	U45490
U26730	U40624
U34341	U03522
U05602	U85860
U94998	U01229
U30694	U86138
U19907	U25302
U00458	U42984
U53341	U03667
U05433	U29366
U25180	U39314
U06525	U42933
U19878	U31262
U05154	U36732
U04310	U72759
U63612	U01242
U00740	U53111
U00787	U47850
U13278	U07323
U42171	U01014
U90298	U25697
U53150	U03111
U15104	U91471
U07535	U52912
U53889	U23161
U19420	U26319
U28549	U07141
U57739	U06835
U14925	U80959
U22247	U65763
U12782	U05838
U88794	U02097
U00173	U28567
U20339	U01492
U40400	U01813
U25440	U11704
U08152	U74004
U06041	U05297
U19352	U31616
U21258	U03672
U18665	U87954
U92438	U76878
U68414	U94776
U33748	U01296
U09174	U12888
U68878	U11233
U00506	U26109
U23961	U44262
U18457	U09659
U87966	U03173
U70934	U34407
U00931	U30937
U98860	U07402
U06454	U09314
U65632	U04787
U09609	U02922
U82244	U38577
U04659	U53562
U09961	U30498
U60465	U05874
U05220	U23328
U02767	U44739
U41714	U44674
U82729	U18828
U10342	U27441
U01844	U21807
U78689	U08093
U01869	U39692
U99634	U05612
U04867	U69914
U23825	U14411
U85878	U36090
U28785	U61370
U15586	U46135
U57358	U02483
U58879	U13542
U84722	U02206
U14018	U09551
U97700	U02049
U81914	U11427
U39920	U06089
U06304	U14533
U58291	U07169
U02290	U67310
U17335	U24711
U18553	U60020
U05028	U99635
U26050
U03873	U94245
U30920	U15382
U14663	U03068
U02133	U49596
U14026	U36950
U01836	U38934
U17564	U20936
U11491	U19033
U28968	U00031
U58161	U61734
U22881	U86945
U06545	U65937
U38332	U02772
U36111	U31394
U03268	U59354
U00609	U29083
U07831	U26183
U98633	U75129
U99907	U03807
U48992	U13172
U18897	U13253
U77280	U25163
U02586	U00740
U09898	U09900
U29664	U06791
U00571	U13510
U05294	U15857
U06768	U11211
U98840	U14154
U00728	U26839
U53020	U59958
U01074	U22500
U69320	U30679
U28641	U17347
U04724	U33582
U43848	U40672
U41456	U01211
U91836	U99658
U84248	U23198
U06197	U59140
U49029	U39063
U03392	U88187
U02741	U25729
U01681	U00237
U05737	U47301
U51842	U21164
U97484	U04930
U01983	U32476
U04352	U14883
U25363	U55325
U00381	U60611
U05277	U60844
U12070	U44849
U58437	U04907
U25571	U43720
U79337	U01117
U40432	U03428
U31216	U11485
U50955	U19299
U22852	U02450
U57833	U05613
U06545	U59964
U00909	U83719
U42387	U61777
U32684
U06763	U43313
U66751	U16070
U66339	U38311
U43756	U16199
U56679	U25625
U64684	U35740
U52233	U85092
U25642	U05713
U72621	U40958
U04284	U47617
U44898	U02923
U23176	U21262
U54652	U03648
U75229	U02581
U55942	U04871
U42539	U01826
U06545	U19113
U01165	U00842
U14241	U59141
U21251	U70109
U26490	U17780
U10859	U03913
U22369	U27476
U07438	U73048
U44585	U21339
U46799	U79339
U43668	U84389
U26156	U86352
U51713	U24949
U33844	U11265
U07985	U01474
U09236	U27507
U47031	U48962
U22814	U01647
U12015	U14472
U31641	U43032
U03205	U37448
U12842	U02206
U31624	U09726
U83085	U02427
U06762	U89798
U14042
U48126	U21870
U08049	U22738
U09220	U24596
U29783	U39355
U03681	U74017
U24576	U72477
U01696	U38772
U24006	U34537
U13625	U22500
U07376	U93330
U08778	U45955
U31898	U89432
U00447	U87994
U56689	U01310
U92369	U25535
U00439	U55391
U01109	U02053
U45825	U37800
U40944	U50274
U70419	U27036
U64635	U38805
U78626	U30139
U48061	U05197
U21724	U03419
U05352	U79116
U01191	U52940
U45832	U95315
U00797	U95246
U05652	U79083
U17861	U17402
U05588	U40789
U19006	U62378
U04140	U78068
U90941	U00558
U31022	U16352
U37490	U01984
U27442	U45766
U41168	U20259
U27700	U13668
U47933	U11558
U07607	U67728
U52738	U08297
U70905	U35388
U90643	U14335
U05015	U85548
U74217	U07595
U19585
U09604	U12394
U06763	U69966
U09893	U96100
U91899	U26763
U54868	U09952
U06761	U73933
U98317	U03353
U12767	U48123
U03098	U77965
U15246	U23265
U08853	U61217
U02412	U11427
U00101	U10425
U73090	U10510
U03268	U38079
U04272	U32922
U73655	U02205
U69551	U36048
U00319	U10579
U36073	U07500
U37860	U14352
U03354	U84092
U07584	U94062
U40061	U04762
U83130	U55068
U57548	U21293
U05268	U46078
U46729	U13903
U21588	U67514
U48624	U38672
U85439	U40432
U01630	U11839
U52146	U66189
U25236	U27181
U00449	U04809
U25173	U31479
U02290	U65021
U37511	U08489
U01436	U06149
U00908	U58025
U79147	U62855
U69154	U39094
U81751
U21115	U04950
U28519	U13669
U95486	U05097
U27172	U06032
U57718	U01856
U35775	U00007
U03611	U06424
U04983	U54010
U11486	U05189
U27817	U02204
U24401	U11984
U61077	U02646
U96503	U00191
U44691	U01879
U03127	U21577
U15694	U13173
U05147	U50621
U37308	U00932
U29096	U00192
U23914	U38835
U14337	U00422
U62715	U64539
U00842	U32164
U08221	U87394
U00344	U61974
U07902	U55998
U24474	U10508
U34945	U24711
U31188	U28910
U75414	U91784
U90078	U05421
U34918	U32827
U08361	U05001
U16323	U72230
U89563	U00520
U12309	U28305
U06013	U68927
U14693	U09092
U15652
U38622	U96463
U81518	U04976
U37527	U03081
U66856	U24129
U05024	U57818
U52089	U04352
U86520	U05762
U31545	U54730
U06819	U17421
U00470	U29844
U09373	U25688
U01126
U74344	U44130
U15461	U68363
U12042	U01636
U05963	U28313
U47870	U87265
U71379	U11913
U38714	U00201
U05972	U92811
U89523	U44639
U57347	U02453
U26725	U42174
U01728
U50355	U07904
U60778	U03033
U16507	U03264
U00645	U95628
U68213	U31527
U32347	U48078
U31018	U05534
U12638	U03955
U20344	U05133
U18123	U08624
U29592	U07001
U02925	U37783
U05433	U79082
U15617	U64312
U38890	U02533
U01734	U80015
U17965
U14527	U02204
U82076	U06997
U04491	U76374
U33939	U34359
U02775	U32503
U73415	U33975
U08140	U57611
U04987	U47299
U65495	U12390
U40885	U13652
U10144	U13869
U04009	U36854
U06402	U82463
U03092	U62346
U83461	U05800
U44941	U03069
U94588	U02385
U20626	U01421
U18649	U07893
U60387	U21872
U61323	U07238
U44737
U07101	U39621
U24035	U17941
U00938	U28805
U26038	U64801
U07381	U08400
U00203	U20191
U01908	U28401
U21522	U45018
U39956	U16431
U75427	U15953
U45932	U00760
U76287	U03928
U49956	U43683
U56679	U95665
U67099	U65183
U39475	U04422
U58140	U43656
U47157	U63751
U24899	U36500
U04780	U66547
U08735	U04079
U74883	U10883
U72956	U69286
U56718	U13396
U88540	U03035
U23943	U45987
U05926	U88644
U91758	U52065
U36364	U09974
U13955	U27946
U60746	U60001
U05315	U02339
U18179	U00987
U07659	U32458
U23640	U03162
U17012	U45022
U11635	U53141
U24678	U04940
U27170	U74849
U96208	U06434
U27262	U36006
U58390	U19453
U57461	U01736
U72443	U12245
U57081	U41733
U75188	U01244
U28270	U01366
U00114	U83559
U00695	U09645
U98575	U15891
U25301	U17913
U32163	U56061
U31441	U15001
U21412	U03834
U08765	U09092
U29214	U72428
U00634	U74247
U52012	U07056
U75719	U11895
U00821	U01190
U11053	U37615
U07552	U35146
U06217	U06382
U43037	U52789
U78662	U07660
U06879	U71086
U08099	U68001
U24389	U90021
U47589	U01039
U03043	U82075
U34907	U49777
U00476	U59897
U28337	U15068
U01116	U18733
U03833	U47641
U01548	U86454
U12787	U09834
U12551	U17536
U14612	U19658
U28897	U65193
U63025	U42733
U04878	U33789
U75900	U00091
U04423	U44262
U17540	U09970
U07603	U01683
U10474	U00667
U14832	U16374
U58214	U24065
U79047	U46416
U02236	U74148
U48981	U03911
U92491	U13497
U12204	U17888
U25621	U25905
U34911	U03681
U09132	U76923
U34697	U38111
U17780	U42733
U05884	U03945
U54956	U44198
U03294	U21988
U82775	U26824
U14760	U17876
U22264	U27618
U67235	U05206
U03244	U08568
U22822	U30251
U53673	U04362
U18069	U01056
U35509	U13317
U40623	U40187
U64579	U18688
U01311	U12997
U11805	U31596
U09833	U04064
U00100	U58165
U22402	U25564
U06450	U84851
U21146
U62710	U25152
U02748	U30046
U28483	U19118
U69838	U01276
U42520	U01602
U14348	U68570
U44390	U09491
U50843	U48721
U57007	U08004
U38466	U35953
U31433	U08489
U17295	U08594
U54457	U71993
U27921	U04228
U96569	U36836
U27700
U60377	U37196
U65588	U07209
U41870	U13258
U85461	U02340
U62430	U03652
U09367	U63247
U80871	U10390
U10673	U21027
U21207	U52537
U08389	U01736
U92142	U91632
U08624	U12763
U04650	U37194
U02026	U12881
U36827	U00465
U22979	U81079
U06985	U49458
U01442	U11241
U72566	U74764
U74629	U84163
U94819	U05068
U02047	U66645
U35652	U64187
U36288	U09483
U07308	U50979
U83088	U85382
U81294	U06674
U41178	U20448
U27546	U00164
U02815	U14753
U54078	U06350
U17277	U04079
U05341	U33711
U26307	U03860
U00870	U24302
U05918	U94441
U01619	U15873
U25202	U23341
U52082	U04822
U30373	U28294
U74612	U04228
U64173	U00628
U09816
U14776	U64942
U21959	U15701
U01109	U14304
U36669	U19492
U44071	U06291
U29383	U54160
U20847	U06886
U00634	U02306
U36427	U19486
U02124	U24890
U03926	U90929
U81117	U02431
U03527	U87914
U21768	U82343
U00317	U07011
U09320	U37833
U01749	U51982
U10868	U36633
U07200	U06444
U01253	U04142
U20505	U04678
U04284	U84346
U18195	U91080
U02215	U02620
U00356	U93065
U56709	U06567
U67573	U00167
U62397	U64516
U04940	U09258
U74491	U03122
U43913	U14636
U50032	U00121
U05798	U65876
U12185	U12176
U02397	U73971
U65958	U54392
U04782	U24751
U24604	U03504
U44463	U10529
U05644	U00583
U24269	U05584
U01717	U36325
U05820	U69349
U00828	U43251
U77745	U66493
U04889	U59187
U12296	U07745
U52628	U78224
U10156	U11301
U70411	U02669
U00505	U92001
U82930	U07127
U55391	U21510
U04645	U75219
U63059	U12158
U09459	U37615
U70124	U91876
U32535	U05944
U55655	U02303
U88581	U52867
U03681	U13531
U09307	U54106
U41369	U57726
U64704	U05417
U38437	U54856
U26914	U22165
U04636	U02778
U29359	U11822
U35514	U21027
U05378	U10573
U74484	U07205
