U46279	U74480
U36852	U45898
U31198	U11367
U07272	U18076
U88679	U40979
U25208	U07141
U82620	U03626
U10352	U42397
U25912	U07976
U07292	U39404
U22228	U08016
U56880	U84672
U59246	U61255
U61515	U60055
U32511	U47379
U26477	U04652
U04249	U51259
U01781	U18601
U68913	U05320
U25568	U15657
U02031	U23813
U29291	U73823
U90284	U01812
U38695	U00854
U52082	U14989
U14232	U20366
U15108	U31386
U22473	U18146
U57751	U64546
U36702	U64755
U52460	U00238
U09739	U07360
U06838	U64386
U10824	U26703
U00683	U54019
U80614	U07707
U19241	U38127
U82472	U10344
U06034	U44927
U07382	U40916
U04551	U86993
U76439	U04344
U67546	U08280
U05697	U31824
U70275	U13814
U60991	U10542
U05934	U02485
U41568	U01298
U17503	U60399
U19383	U00565
U00292	U23140
U03902	U11415
U52664	U55328
U47661	U46657
U13854	U38159
U74564	U16108
U01036	U06015
U30539	U47836
U28401	U17819
U26297	U37298
U76997	U23848
U62542	U84104
U11415	U03902
U12092	U82716
U61049	U27014
U00753	U54153
U25580	U94504
U76733	U40242
U26241	U16121
U22571	U08561
U90114	U01843
U27503	U04666
U01407	U15114
U00604	U15108
U12860	U12860
U00631	U47937
U17439	U24164
U13954	U04761
U19075	U93445
U08186	U26549
U79319	U32831
U15381	U50852
U03893	U34867
U08077	U78429
U84754	U72966
U23776	U75818
U35843	U10918
U39491	U29817
U15043	U01989
U09130	U27003
U27736	U83617
U00299	U25021
U43221	U11747
U29376	U96719
U84892	U33375
U13982	U47929
U19437	U21221
U53617	U58873
U69007	U01744
U63150	U98113
U44655	U58026
U00698	U18788
U13507	U05062
U10651	U09240
U18644	U16588
U24168	U10745
U16690	U90631
U53510	U14072
U12528	U02507
U19494	U18403
U75706	U85649
U97918	U04381
U03884	U29271
U05449	U46844
U95156	U01739
U06034	U28974
U31859	U67720
U10401	U27858
U59617	U58745
U82823	U76988
U96718	U07244
U44193	U24615
U66170	U01872
U18091	U04795
U30460	U46948
U08542	U05913
U18778	U60418
U14708	U72577
U07511	U51445
U10848	U10302
U46850	U06214
U21713	U01527
U05468	U04586
U00208	U36802
U86774	U02365
U11586	U33042
U62040	U51690
U48140	U39033
U63412	U79570
U21133	U39782
U12878	U58098
U02885	U36631
U19213	U24360
U07169	U58291
U39202	U30837
U01372	U24618
U03260	U74108
U26686	U26735
U26082	U08280
U20266	U79694
U10611	U10127
U13199	U26474
U23446	U30272
U18808	U31999
U44415	U27450
U01221	U34107
U10009	U01961
U45679	U05937
U16720	U66811
U66615	U07186
U34096	U18644
U15529	U03669
U02655	U96813
U40722	U02137
U33281	U55978
U20458	U42528
U46774	U59854
U51968	U02548
U38864	U12245
U08434	U01275
U72891	U72891
U36743	U53770
U73411	U32076
U92171	U01391
U54826	U05786
U75582	U01371
U15314	U00364
U37094	U84165
U41050	U05856
U17515	U00428
U13541	U07441
U26655	U19595
U22534	U06953
U03423	U21848
U04404	U35722
U57913	U57913
U15672	U60256
U48291	U58873
U20116	U33041
U28828	U02496
U96372	U01164
U81054	U41989
U04992	U04656
U15283	U04350
U03789	U86002
U76436	U06998
U06206	U94134
U15999	U04565
U74977	U00839
U13513	U43389
U47231	U41668
U05545	U14818
U18304	U00829
U62659	U13871
U29151	U18628
U67289	U02155
U50723	U00267
U13757	U20159
U28771	U44737
U57182	U84834
U69569	U48426
U10135	U08679
U00683	U15938
U81663	U04188
U54640	U14009
U88657	U20626
U59043	U19349
U43060	U50467
U40552	U55057
U23672	U48984
U71060	U14351
U75885	U04022
U02453	U02972
U03833	U47641
U28126	U32255
U62823	U00222
U05859	U90238
U02347	U07544
U02023	U45460
U51093	U07272
U13325	U08490
U63759	U56004
U04716	U06330
U69373	U79656
U46707	U06362
U91136	U00092
U23077	U24342
U19525	U40493
U20316	U13229
U04255	U33961
U03578	U80132
U35483	U22302
U48045	U18216
U46234	U68895
U01999	U53627
U45864	U00276
U44102	U38817
U07526	U86687
U10349	U02487
U11765	U08937
U35187	U04529
U76680	U09249
U24105	U10960
U07756	U02319
U32487	U07850
U59798	U07446
U55583	U26177
U30500	U63989
U04794	U01720
U01787	U25108
U56491	U74806
U47233	U49898
U19444	U91672
U03361	U12550
U46279	U21922
U10314	U37909
U73354	U21382
U92908	U02869
U48310	U01319
U03624	U36243
U56100	U43497
U41707	U06095
U05192	U70675
U56170	U36810
U06199	U72469
U19571	U40887
U01054	U15269
U04633	U97860
U12845	U01250
U54552	U57833
U40564	U36402
U68946	U42381
U16808	U24142
U09925	U45669
U25689	U44394
U24443	U00866
U46271	U26575
U42973	U00176
U97300	U05468
U54254	U34765
U30392	U53317
U08833	U09148
U24174	U23896
U02359	U92848
U57981	U56310
U69189	U76824
U35884	U14866
U69557	U03057
U28602	U43209
U23524	U00985
U14164	U06221
U13955	U48380
U07132	U93394
U18818	U07449
U01205	U19754
U27835	U14493
U08216	U66102
U96692	U07002
U02373	U15419
U06788	U54341
U39037	U02542
U24261	U10189
U00609	U54913
U00213	U80949
U66737	U03070
