U31467	U07976
U06675	U13406
U56701	U11407
U40764	U15269
U33817	U00309
U19398	U29847
U53528	U21863
U68011	U06006
U46273	U08502
U48255	U08565
U20128	U86798
U45883	U48941
U33752	U05250
U26824	U91852
U97135	U04559
U20279	U07842
U36177	U02004
U42195	U50092
U52160	U26671
U46596	U11202
U09909	U30117
U11450	U23684
U23121	U06140
U55483	U09266
U05841	U39831
U12186	U00633
U57697	U06980
U71175	U00806
U15607	U64338
U03362	U81423
U61429	U15737
U16111	U29726
U84378	U01210
U15449	U43715
U34257	U50529
U51982	U13513
U72984	U02929
U05493	U62721
U66601	U00738
U22888	U69234
U23288	U71407
U33604	U80748
U35848	U08138
U02515	U32805
U26563	U15449
U04141	U80919
U00735	U14833
U09873	U10997
U02730	U29537
U82938	U24888
U14035	U24017
U60173	U13701
U20229	U17838
U17811	U63114
U02966	U35961
U27859	U07110
U00339	U34856
U69853	U29046
U10956	U53954
U97707	U00192
U67629	U06893
U22063	U34824
U11599	U01105
U19788	U04053
U87835	U30776
U06410	U06211
U08144	U08550
U85040	U75754
U58769	U22949
U57833	U05613
U68297	U05685
U01147	U56829
U21330	U22033
U01825	U71150
U08566	U50005
U20496	U02116
U32373	U64196
U05727	U83577
U26711	U36787
U10192	U01751
U50669	U02844
U62195	U05250
U15082	U75096
U14497	U80920
U49652	U01596
U54057	U06626
U04430	U12825
U06398	U72460
U76794	U32229
U00030	U02120
U09778	U06499
U10078	U71385
U05232	U20920
U21819	U23545
U03756	U16315
U12350	U02510
U01524	U03188
U49877	U07613
U05910	U16394
U03445	U02900
U40166	U00884
U01345	U13979
U03018	U66873
U05277	U31473
U04602	U11500
U02876	U93795
U01363	U49440
U34477	U67586
U21398	U27215
U39084	U07473
U27502	U27504
U02222	U22043
U13874	U17189
U38611	U03404
U07991	U84126
U38767	U27494
U03876	U94791
U01507	U30132
U45063	U02805
U06737	U43509
U67139	U04834
U21428	U12337
U12796	U31304
U27744	U10931
U06215	U37182
U06854	U56381
U15932	U05796
U20264	U02788
U09918	U10117
U18367	U55498
U39693	U22104
U49104	U61676
U33564	U14326
U58099	U89711
U44828	U29233
U15825	U27245
U10577	U18153
U26286	U35678
U71816	U00177
U15802	U05920
U90464	U00565
U49716	U58604
U04171	U65505
U33380	U37356
U02107	U91350
U21804	U11963
U05598	U73913
U29625	U26182
U24865	U01193
U05315	U02339
U82044	U44550
U06074	U08271
U17593	U00331
U67748	U89260
U00103	U66947
U67726	U00599
U01226	U69657
U75035	U43335
U05645	U85638
U53208	U54042
U47077
U07552	U15159
U15288	U57256
U77125	U30864
U74308	U60126
U83589	U03752
U00414	U74624
U32563	U13406
U60731	U49975
U22044	U15144
U10728
U03350	U80929
U03026	U53830
U14248	U10479
U25339	U04657
U11746	U03135
U40489	U12871
U46838	U36777
U28361	U13012
U13998	U07184
U04869	U05195
U68734	U00611
U01343	U12592
U17904	U30360
U06376	U14304
U60797	U03373
U42323	U04110
U57437	U73461
U00748	U05333
U01584	U36843
U29066	U15787
U21539	U09043
U26868	U67723
U04052	U50605
U04337	U55024
U00867	U32010
U36427	U19486
U98475	U03021
U24241	U57281
U10684	U07263
U19329	U22628
U11120
U10620	U63863
U02076	U82682
U71413	U56777
U18202	U67011
U07046	U56047
U15641	U05619
U48830	U08335
U00812	U67790
U08045	U08730
U38608	U36324
U53586	U76448
U37421	U08134
U17706	U11610
U64165	U11913
U07365	U33918
